orbital_period,planet_radius,transit_duration,transit_depth,equilibrium_temp,insolation_flux,stellar_teff,stellar_radius,stellar_logg,original_index,exoplanet_probability
-0.3479614624387738,-0.0282470629448329,-0.6855761735268329,-0.2942988668980468,-0.5415141727003254,-0.0624355745470635,-1.2446433019924408,-0.1709493059988845,0.6398840482110371,9938,0.982331912980076
-0.2174636967545365,-0.0278106501897753,-0.2798317016868893,-0.280695871832806,-0.8556932042520974,-0.0630054690867751,-1.566689432017065,-0.1630999449484751,0.4483818976088742,13606,0.982331912980076
-0.3064915616462264,-0.0277859355247245,-0.3695493985377409,-0.2787508458433217,-0.7358131471829394,-0.0628538414836226,-1.5920232157853909,-0.1679587765746231,0.5093351332085844,14048,0.982331912980076
-0.3295231901319743,-0.028080826335656,-0.5216956752216464,-0.2949461096453185,-0.378999291691997,-0.0621544531373598,-0.2629591809698225,-0.1411134524284794,0.544409050975886,13993,0.9818938607636766
-0.3673069638781638,-0.0245861866432717,-0.495712557532714,-0.1591979061948646,0.1071494799132599,-0.0566125780604097,-0.1817759193485968,-0.0984138517469377,0.2083140141913457,10518,0.9806019368443949
-0.3696024764298447,-0.024764739946544,-0.5114492724767997,-0.1642945820850198,0.0543712954558372,-0.057488758158829,-0.3915473258545057,-0.1042604082274694,0.0642732841408269,11790,0.9806019368443949
-0.381072628226613,-0.0283629636209215,-0.6891759790391551,-0.2572028537969378,-0.7728076320511686,-0.0629004812743709,-2.3808251194809844,-0.2652035672243962,1.8344378293083203,12617,0.9806019368443949
-0.3702524556106006,-0.0247525231447384,-0.5192158668805519,-0.1216324065201654,-0.0981914762171634,-0.060574839301593,-0.3617993221871536,-0.1117981290684851,0.1603004375078388,13291,0.9806019368443949
-0.2067642092774562,-0.027935186753095,0.3427484348704785,-0.2979455201292885,-0.4015778603625605,-0.0618823819518641,0.685330406903639,-0.0426597894537257,-0.1392802742088959,14747,0.9806019368443949
-0.3646030752437175,-0.0283030822002155,-0.5603120773119515,-0.2957045362104261,-0.4088946548150551,-0.0619179990801415,-1.1275705133660876,-0.1744816192429928,0.7373516088785549,14984,0.9806019368443949
-0.1029014742061771,-0.0280298800057771,0.0458167296656496,-0.2955263895994857,-0.6643362654809407,-0.0627380487955164,0.2101300386432281,-0.1022706489764869,0.1603004375078388,531,0.9804376207426568
-0.3524685343770579,-0.0280235696905632,-0.5202904504950262,-0.291247466840107,-0.4276877435686818,-0.0620064690162039,-0.7782713735300826,-0.1678636849944741,0.7124565693681572,1571,0.9804376207426568
-0.0337625502950674,-0.0278311050765409,-0.0746688916003318,-0.2927880330901083,-0.846634887623877,-0.0629708889512228,-0.3800319695961758,-0.1504577117494775,0.6212307736694954,1802,0.9804376207426568
0.1152675508594613,-0.0276859678266225,0.284242035634089,-0.2920434260692743,-0.8307828335244912,-0.0629578742219973,-0.2341707903239979,-0.1106988044424853,0.1338929703319102,2158,0.9804376207426568
-0.3142417211283758,-0.0281056037883432,-0.3061176701024917,-0.297316014059904,-0.3359722877079499,-0.0615234040664825,-0.1746747829892938,-0.096957246617488,0.0114583497889699,4446,0.9804376207426568
-0.1583805548277662,-0.0277711570820094,-0.1346802534548205,-0.2890341866609383,-0.7594485900772553,-0.0628849157399155,-0.2197765950010856,-0.158336204902476,0.6692443503530002,6850,0.9804376207426568
-0.2827237540046144,-0.0281024486307363,-0.1778289185898659,-0.2982968412390715,-0.3269139710797294,-0.0614717251416746,0.0748246026078525,-0.0571983393104957,-0.2454142854677847,7444,0.9804376207426568
-0.1564706767188505,-0.0280046387449217,0.087675894463326,-0.2935120992276089,-0.6835851883159091,-0.06277272307411,0.0345208557036981,-0.1253564661224824,0.4291764669354718,8654,0.9804376207426568
-0.3805700960439264,-0.0247726205836988,-0.5185330103236925,-0.0867732188784534,0.1891856724467384,-0.0550509031764188,-0.5114989535454415,-0.1201665545631374,0.3564358982599615,9264,0.9804376207426568
-0.3354356016714435,-0.0279819053295386,-0.4374325482658108,-0.2926566022776274,-0.4358301476467336,-0.0620422636530381,-0.5230143098037713,-0.1483854848294679,0.5518031417851453,9631,0.9804376207426568
-0.1193110534910002,-0.0279061068959435,-0.100462783380783,-0.2939895603356997,-0.7030639034329339,-0.0628051145967468,0.0460362119620279,-0.1193288691981256,0.3578522987721246,9902,0.9804376207426568
-0.2098147402530886,-0.0279851883972349,-0.2512782957165236,-0.2905758725392866,-0.7081355119049008,-0.0628131493376822,-0.3445262877996589,-0.1474944822200951,0.5984963451098546,9913,0.9804376207426568
-0.3288379315162638,-0.0277825398810048,-0.2933528566667074,-0.2916480851622397,-0.3218240584673519,-0.0614383468679173,-0.024975151631006,-0.122484480537058,0.3763615325836148,10080,0.9804376207426568
-0.3306542159343701,-0.0278201945415362,-0.3925803209286558,-0.2838155184890587,-0.4050419519981307,-0.0622468358653157,-0.5278123749114088,-0.1466100755584783,0.544409050975886,10214,0.9804376207426568
-0.3115237195702186,-0.0280260338686542,-0.4575512994653335,-0.291389969218232,-0.5194031994294137,-0.0625729726299644,-0.2245746601087231,-0.1392812447184797,0.5345662677557668,10262,0.9804376207426568
-0.1066068477163166,-0.0279397687045233,-0.0951686405533802,-0.2948177291244851,-0.6111186552901456,-0.0627566342088426,0.2677068199348772,-0.0898116365484894,0.1181685239680625,10282,0.9804376207426568
0.0040883331339736,-0.0278932711468701,-0.0994669750112776,-0.2909663134994817,-0.8375765709956565,-0.0629955304885499,-0.3723550654239559,-0.1337846215884808,0.4012325653056717,10286,0.9804376207426568
-0.3547299852005317,-0.027920812517621,-0.4164322417330847,-0.29236866937866,-0.1876423529208402,-0.0612113070597333,-0.2459452420981406,-0.1081337136484858,0.1472887582266087,10293,0.9804376207426568
-0.0381872728444449,-0.0280861364659085,0.0427087032114778,-0.2916595683119823,-0.7696391962840032,-0.0629483924692674,-0.261999567948295,-0.1392812447184797,0.5257797832226853,10359,0.9804376207426568
-0.262177482284308,-0.0280324490928585,-0.0939282900173315,-0.2910574607884145,-0.6123521846915526,-0.0626271760417499,-0.4357854861469231,-0.1514573642760533,0.2995398098900054,10464,0.9804376207426568
-0.36374179503138,-0.024277829682777,-0.2184977753838169,-0.1602749432910328,0.4668210234680863,-0.0521958331287652,0.4222045164008025,-0.045838651508498,-0.2238081759602084,11557,0.9804376207426568
-0.2731052149243905,-0.0277852270340838,-0.3177993528510527,-0.2918533490873441,-0.4511006186413682,-0.0621080893624189,0.2504337855473825,-0.1100336947216783,0.3283479559001099,12157,0.9804376207426568
-0.0245786959718911,-0.0279650316413115,-0.0857751430893696,-0.2914105000313973,-0.8092883228594235,-0.0629386955650137,-0.0691173506212703,-0.1400139445817086,0.575761916550216,12283,0.9804376207426568
-0.2515723339056844,-0.0279007319903053,-0.2025337446751309,-0.2905475802480817,-0.6637722111246969,-0.0627363403235116,-0.5431661832558485,-0.1446442999064197,0.493994795458205,12296,0.9804376207426568
-0.3402713130627824,-0.0278742462406351,-0.4781811556960114,-0.2892001291769291,-0.4256677913855961,-0.0619966254340519,-0.4934582287407245,-0.1545149525025007,0.6404362043428978,12368,0.9804376207426568
-0.3229068512518449,-0.0280474195269139,-0.5159094557590924,-0.2910561798640651,-0.5624302034134608,-0.0626678015570266,-0.3665973872947911,-0.1502744909784776,0.6404362043428978,12404,0.9804376207426568
-0.1278664161106823,-0.0278618615528932,-0.0316855470213593,-0.2922244426036495,-0.4582595621889258,-0.0624128392115774,0.1727051308036561,-0.0879794288384897,0.0700109065545062,12572,0.9804376207426568
-0.3564914342511741,-0.0279147419943852,-0.5018572084928898,-0.2922244426036495,-0.1366893218871002,-0.0608664072354544,-0.1218960668052821,-0.1209591676184833,0.3283479559001099,12594,0.9804376207426568
-0.3035245259081845,-0.0279505814296423,-0.3454639624478589,-0.2928920213119834,-0.4310846123042645,-0.0623328185764254,-0.0991532381950808,-0.1264557907484822,0.4003683209253693,13394,0.9804376207426568
-0.2817201066802575,-0.02803921760006,-0.3061078831255722,-0.2927533284422298,-0.5804567461628151,-0.0625472507418643,-0.2495245986684377,-0.1393770691817127,0.6170295857096878,13544,0.9804376207426568
-0.0041848170006517,-0.0279066976992054,-0.1078521824037991,-0.2893589971264114,-0.8455901946846394,-0.0629699696031001,-0.2495245986684377,-0.1393770691817127,0.6170295857096878,13545,0.9804376207426568
-0.3342345123407242,-0.0277711507716942,-0.4114268643209745,-0.2831351017286415,-0.4967574078588626,-0.0625181901197273,-1.0210534679765366,-0.1539389063984768,0.4483818976088742,13632,0.9804376207426568
-0.1900580526015888,-0.0279941383804058,-0.2133728381455548,-0.2888480349057298,-0.6847174778944367,-0.0628623974084146,-0.3675570003163185,-0.1484422832684779,0.6164294160011454,13656,0.9804376207426568
-0.3214335405812458,-0.0278613023012074,-0.4111482991839916,-0.2917305173934356,-0.375079559030458,-0.061746449472821,-0.1101887879426469,-0.1243755021145486,0.3745610234579832,13751,0.9804376207426568
-0.2668192343901052,-0.0277415711060261,-0.1643121776688949,-0.2845058516895593,-0.6013106555066589,-0.0626006248722031,-0.2358021324605945,-0.1435634805782909,0.5787387583045915,13754,0.9804376207426568
-0.3367088968588921,-0.0280022407620373,-0.4137661997855739,-0.2879833803279904,-0.5761642240286607,-0.0625357240274803,-1.0364072763209764,-0.1734031817848871,0.7364633577099096,13772,0.9804376207426568
-0.3549453620214863,-0.0278662535322821,-0.4992120795957223,-0.2754194324265513,-0.4865668016521146,-0.0624925748526589,-1.3156546655854748,-0.1740931912084729,0.6644429926846502,14697,0.9804376207426568
-0.2718015525192218,-0.0279739990094008,-0.247098231584441,-0.2885655977598962,-0.4843022224950595,-0.0624860959874532,-0.1545229095372166,-0.1337846215884808,0.4723886859506266,14736,0.9804376207426568
0.0146990394942976,-0.0274570642973979,0.4203008532821444,-0.2898365649161474,-0.6666008446379958,-0.0628392121907885,-0.0207528543362854,-0.0055300818885058,-0.6559303661117605,14797,0.9804376207426568
-0.2874077778140181,-0.0276848791079387,-0.1021105664272736,-0.2909518260401428,-0.4526567801442438,-0.0621146154245427,-0.0969461282455674,-0.106851168251486,0.1872840676039688,14858,0.9804376207426568
-0.3128635217908913,-0.0280416455884933,-0.3525911796009988,-0.2921901237263981,-0.4233064618206114,-0.0619858071284793,-0.3272532534121641,-0.1337846215884808,0.5626061965389345,15128,0.9804376207426568
-0.1797315812912879,-0.0279795549264309,-0.0195261870580809,-0.2903263800470952,-0.6810331517463714,-0.0627680149464137,-0.3272532534121641,-0.1443557271920947,0.5626061965389345,15129,0.9804376207426568
-0.3124113027081932,-0.0280177389593056,-0.327774662948051,-0.2892075003640635,-0.4107033998907685,-0.0622669212974336,-0.2706360851420424,-0.1447778678484786,0.5924226276593908,15171,0.9804376207426568
-0.2782301626869861,-0.0281017166341715,-0.1070717205906341,-0.2974495298015707,-0.3087973378232885,-0.0618631074988736,0.2721402320943341,-0.0623285208984947,-0.2284414861101661,15301,0.9804376207426568
-0.3359395116127381,-0.0281718273913549,-0.4272976377039797,-0.2914798355828155,-0.5126094619582484,-0.0625586592777571,-1.1102974789785929,-0.1777576066284722,0.808483722735169,15411,0.9804376207426568
-0.2508461200260943,-0.0279474848948637,-0.2020478510287768,-0.2857072051271825,-0.7246193664915322,-0.062838012610846,-0.678471619291224,-0.1648115933911567,0.7314459389464834,15570,0.9804376207426568
-0.3612212191917575,-0.0249107542987256,-0.3767095475456505,-0.1673358719368724,0.0229635086852849,-0.0594810510581118,-0.1142191626330622,-0.0861472211284901,-0.0317538692261848,10870,0.9803961745460087
-0.3603387331857681,-0.0244470580754999,-0.3085555862146774,-0.156749666699147,0.1861485432066919,-0.0551133126362255,0.5210446576181336,-0.0740803011504324,0.0642732841408269,11841,0.9803961745460087
-0.3417787304447366,-0.0282610194058882,-0.54734439902181,-0.2969127234073637,-0.5406473066319981,-0.0624329015392261,-1.0085784986966793,-0.1713873868623454,0.715361390757508,14047,0.9801265628067678
-0.1959315486880802,-0.0280799050296348,-0.2530497716030679,-0.2915953780515656,-0.7198184548287908,-0.0629018234881459,-0.3157378971538342,-0.1356168292984804,0.4593529998810557,9451,0.9799583022312607
-0.1655250102355822,-0.0278209373602916,-0.2850007960456785,-0.2861531948431093,-0.7574786061729569,-0.0628821755779752,-0.4727017990850849,-0.1437824293996358,0.5073185629878767,10000,0.9799583022312607
-0.3816618729719288,-0.0283640744888117,-0.6508389025603909,-0.2928956383047773,-0.4914684394179536,-0.062266922478259,-2.0612739833123315,-0.2124682320321024,1.0593066473298027,10276,0.9799583022312607
-0.2259679127206913,-0.0281302802759869,-0.3324036385180942,-0.290196030374481,-0.7707714858625309,-0.0629494991962417,-0.7665640946674475,-0.1740931912084729,0.8564972994186738,12412,0.9799583022312607
-0.3508960748603663,-0.0279476408227526,-0.5216956752216464,-0.2836486238119752,-0.5284615160576341,-0.0625953237649439,-1.193783811851484,-0.1740931912084729,0.6884497810264026,12669,0.9799583022312607
-0.3448658774153084,-0.0278397628290143,-0.4878049612266873,-0.2784492127182206,-0.5024188557515004,-0.0625321206298998,-1.47399081413751,-0.1722609834984733,0.6164294160011454,14603,0.9799583022312607
-0.3560749453930168,-0.0283453957664693,-0.7298342553175173,-0.2964648512067782,-0.503551145330028,-0.0623091327192152,-1.1966626509160665,-0.1812388012774715,0.7244599635390334,3700,0.9797049564281857
-0.3540563758979329,-0.0283737921849316,-0.7389268859015308,-0.2967947891453202,-0.5443135701570199,-0.0624431749304358,-1.3079777614132548,-0.1832542297584711,0.7436653942124357,4398,0.9797049564281857
-0.3495063039793571,-0.0282854477719378,-0.697431426327215,-0.294372248717193,-0.6122509448686732,-0.0626262361218051,-1.5238906912569392,-0.1819716843614714,0.7484667518807858,8255,0.9797049564281857
-0.2159010617202195,-0.0282207269389427,-0.6602524864719644,-0.2778111801782328,-1.030400204540931,-0.0630536667539114,-2.17642754589563,-0.2314825172049367,1.2844183016104205,10295,0.9797049564281857
-0.3311317137257707,-0.0284407842896816,-0.6670940627683215,-0.2758382883558093,-0.9750747496604936,-0.0630389141251433,-2.297338786608093,-0.2591138584586703,1.698559407294,13753,0.9797049564281857
-0.3756401892702582,-0.0284975235835816,-0.7025933292418151,-0.2867441692887901,-0.8201841863869084,-0.0629487500532278,-2.401936605954589,-0.2618727968283877,1.7565117943509916,13773,0.9797049564281857
-0.3748248292349482,-0.0284347117155935,-0.6866001359870377,-0.268182129972532,-0.858596236437359,-0.0629796993177711,-2.5314843638608,-0.2634871550416685,1.8351820397469163,14672,0.9797049564281857
-0.3545319568323694,-0.0282883228462039,-0.5809940591139592,-0.2889478829649314,-0.7298110267586652,-0.0628454577750476,-1.864553313899197,-0.2138262643867541,0.2995398098900054,15236,0.9797049564281857
