orbital_period,planet_radius,transit_duration,transit_depth,equilibrium_temp,insolation_flux,stellar_teff,stellar_radius,stellar_logg,survey,original_index
-0.20530472745168957,-0.02415534646447628,-0.5472872973017424,-0.1624702501972848,-0.6450873426459722,-0.06269795962958088,0.12280525368422686,-0.1414798939704793,0.5540117663125861,Kepler,2
-0.008697580049675514,-0.026392353207784325,-0.2861138828176622,-0.22117866237442002,-0.8387088605741841,-0.06296404909352771,-0.26775724607746,-0.1574201010474762,0.46518664944810045,Kepler,58
-0.32658656376838313,-0.02262509502511887,-0.749672722046274,-0.29435042402865136,-0.5363875431073271,-0.06241933042652626,-0.6909465885710814,-0.16035163338347563,0.6764463868555264,Kepler,62
-0.3630401105246042,-0.02858834290220238,-0.32397229015837264,-0.3011956733994907,0.0727842501404973,-0.05720412893000631,0.05179389009119289,-0.10135454512148716,0.06187260530665303,Kepler,63
-0.2984093613431107,-0.02632293974043203,-0.26182829313054273,-0.2277889753921342,-0.4480689559821778,-0.06209367720181734,0.2523530115904375,-0.14734295864247818,0.546809729810062,Kepler,84
-0.2079758643974975,-0.02447086222516853,-0.5106522620759719,-0.022586834697161193,-0.6394258947533344,-0.0626876048450146,-0.01441940839420365,-0.13470072544348063,0.42917646693547185,Kepler,92
-0.06211702997435305,-0.026360801631715104,-0.35728438220707637,-0.24341930380360632,-0.7888881191189717,-0.06291835504420303,-0.20730162572122837,-0.14093023165747942,0.40516967859371944,Kepler,112
-0.3514950682538468,-0.019268007331353334,5.028941994928368,-0.2700325857723799,-0.059693630547226574,-0.05907112508671705,0.7081691968159934,-0.14917516635247782,0.4483818976088742,Kepler,118
-0.38610635531035165,-0.005801794665008135,-0.5343261657056214,-0.19753097043689913,0.8370797156465966,-0.030767413952009857,0.4826601367570342,-0.11912695990848368,0.27553302154825293,Kepler,123
1.8651608236363693,-0.025420564664852197,0.5184020712558457,-0.03555326730133932,-1.1546176529833718,-0.06306854691942614,-1.4202524849319709,-0.18013947665147176,0.7532681095491358,Kepler,166
-0.015122389692355956,-0.024278397611146255,0.36576160183367123,-0.10662472363473546,-0.7424642463993419,-0.06286354118461814,0.3809411564751206,-0.12389069995448275,0.41717307276459564,Kepler,172
-0.26556003018570523,-0.022760766802216538,-0.41308006988170426,-0.22789424741921765,-0.5375198326858546,-0.06242256035932676,-0.02689437767406097,-0.13506716698548057,0.3523547442418624,Kepler,176
0.7443864315337053,-0.02592854503956672,0.5038703943770314,-0.20610037020253172,-0.9530701080054671,-0.0630309277021027,-0.26103995492676757,-0.10593506439648624,0.06907464180917705,Kepler,184
-0.27197436391912994,-0.02152394502030292,-0.4311826707716946,0.24348179473015727,-0.5488427284711301,-0.06245723463792032,0.14391674015783157,-0.1522899194594772,0.6212307736694954,Kepler,195
-0.3701973372852439,-0.024963066811848438,-0.49264058749182166,0.17983073250093437,-0.3155910752944539,-0.06140161660029911,-0.8684749975536663,-0.1834374505294711,0.8492952629161477,Kepler,216
-0.27396765478216,-0.027225314816011863,-0.4768442083590493,-0.21848652285254264,-0.8783389958226485,-0.06299321348675573,-1.7033383262825792,-0.20139308608746764,0.9789319199616141,Kepler,230
0.4081312780809373,-0.027253711234474166,0.2806711116229128,-0.19931931109210904,-1.1115906489993248,-0.06306541198464918,-1.6937421960673043,-0.2072561507594665,1.0389488908159974,Kepler,231
-0.35872154711197357,-0.028171862098088613,-0.31874816058646677,-0.2940269051161511,-0.22387561943372197,-0.06073159554024309,-0.06048083342752299,-0.16529859420047466,0.7124565693681572,Kepler,253
-0.3720630494640885,-0.027998328429707876,-0.6564153963655108,-0.29040529062343956,-0.01553433698465195,-0.05850959176954832,-0.1497248444295792,-0.14862550403947794,0.6068267006644431,Kepler,269
-0.017738228916755923,-0.027480882582172586,-0.35125018191041296,-0.28849370466822954,-0.7141570069361531,-0.06282307202658838,0.4797812976924517,-0.11161490829748516,0.32834795590010996,Kepler,287
-0.30381567217096356,-0.028149775994840157,-0.2022632967774511,-0.2984894120203217,-0.22387561943372197,-0.06073311550861979,0.29745482360222936,-0.07020701405149325,-0.2238081759602084,Kepler,304
0.4675254205576765,-0.026515404354454302,1.0838975653590515,-0.2627187475004984,-0.8183276481606881,-0.06294694944928979,0.7628671390430601,-0.07790228643349172,0.1482970433369626,Kepler,316
7.811880038470267,-0.027540830576704114,2.9842573574178575,-0.2904771837151063,-1.093474015742884,-0.06306360702220185,0.6947346145146086,-0.0606795339594951,-0.1950000299501038,Kepler,318
-0.3893565084659992,-0.028345395766469352,-0.5746147852206045,-0.2989900960515721,0.8325505573324864,-0.031126221486935644,-0.09118845011640254,-0.1257229076644824,0.4603852917797504,Kepler,319
-0.35774478643067686,-0.017911289560376666,-0.5546605941025969,-0.2928470881296917,2.193562630722607,0.15671346546469114,-0.8751922887043587,2.2008144424930633,-4.42019477809862,Kepler,326
-0.39085260160155966,0.013378408427473705,-0.534078184871512,-0.2822903579015574,5.269993415581973,2.576806924857423,2.684972021162615,0.44171182012240684,-1.810656885350076,Kepler,327
1245.10336346743,-0.027818484446113297,0.7134141991995225,-0.28255867319009925,-1.3391808542833632,-0.06307130186210891,-1.1755511644424619,-0.16749724345247424,0.6212307736694954,Kepler,341
-0.2702661177452982,-0.02615887154487206,-0.1302992587188867,-0.2967151932224035,0.6343998810901643,-0.04112267350842644,1.4355558671338278,0.4763405458414001,-1.9811050825765222,Kepler,345
-0.32101792714592603,-0.027884742755858664,-0.2068096120694579,-0.3009517504099072,1.01145231073984,-0.019355966369830783,1.4355558671338278,0.4763405458414001,-1.9811050825765222,Kepler,347
0.1166828356645682,-0.02796677685363865,0.9041279926853025,-0.29898239322032216,-0.6031926282404527,-0.06260429157836649,0.5008927841660564,0.022319475303488705,-0.7135466581319675,Kepler,348
-0.2671214492857737,-0.027108573984555736,-0.33845437087036495,-0.28315821022239146,-0.40730653115518584,-0.061909096042071295,0.5287215617903535,-0.10978270058748552,0.22031740836222197,Kepler,361
-0.3253195409275988,-0.027919449489534814,-0.4828453445444981,-0.29885914792032203,-0.2306693569048873,-0.0607903043187933,0.23795881626752519,-0.10446929822848652,0.13869432800026246,Kepler,403
