orbital_period,planet_radius,transit_duration,transit_depth,equilibrium_temp,insolation_flux,stellar_teff,stellar_radius,stellar_logg,disposition,survey
1.527491117,27.85,7.9136,33546.0,988.0,224.31,4273.0,0.595,4.652,FALSE POSITIVE,Kepler
0.566814046,0.56,4.049,42.1,2039.0,4073.9,5724.0,0.827,4.53,FALSE POSITIVE,Kepler
0.61496383,44.79,1.93053,358050.0,1460.0,1074.84,4509.0,0.663,4.612,FALSE POSITIVE,Kepler
161.253747,4.98,25.322,2598.4,295.0,1.8,5570.0,0.803,4.573,FALSE POSITIVE,Kepler
2.974163938,34.74,1.7423,90282.0,1266.0,605.99,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
15.84131693,670.04,1.8156,2617.7,2252.0,6085.07,4993.0,19.695,2.399,FALSE POSITIVE,Kepler
6.13074243,1.26,2.84,146.1,916.0,166.78,5741.0,0.833,4.556,CANDIDATE,Kepler
9.2075634,5.5,3.365,1243.1,972.0,211.08,5678.0,1.303,4.215,CONFIRMED,Kepler
2.5903958,2.55,2.088,330.9,1484.0,1147.44,5678.0,1.303,4.215,CONFIRMED,Kepler
5.3235335,2.69,2.714,342.4,1167.0,438.71,5678.0,1.303,4.215,CONFIRMED,Kepler
0.831741499,41.62,2.297,1231.1,2198.0,5501.14,6343.0,1.14,4.408,FALSE POSITIVE,Kepler
4.44737112,2.06,19.45,224.4,1068.0,307.65,5472.0,0.981,4.382,FALSE POSITIVE,Kepler
12.893018017,62.52,3.30029,16033.0,1004.0,240.5,6387.0,1.408,4.178,FALSE POSITIVE,Kepler
5.44085762,0.97,2.119,137.5,892.0,149.44,5519.0,0.762,4.59,CANDIDATE,Kepler
4.532416322,62.25,3.2864,34953.0,1328.0,735.27,6306.0,1.281,4.283,FALSE POSITIVE,Kepler
2.26631937,,3.16,,,,,,,FALSE POSITIVE,Kepler
1.160153553,60.47,2.16452,12302.0,2183.0,5363.78,6200.0,1.382,4.161,FALSE POSITIVE,Kepler
4.032760214,378.61,2.7194,10803.0,2582.0,10499.43,4969.0,9.433,2.899,FALSE POSITIVE,Kepler
3.723552982,18.83,3.5632,40143.0,1176.0,452.71,6063.0,0.89,4.51,FALSE POSITIVE,Kepler
6.714247798,14.78,3.3304,32213.0,809.0,100.94,5159.0,0.8,4.508,CANDIDATE,Kepler
2.21396079,0.87,3.452,119.4,1123.0,375.04,4922.0,0.823,4.505,FALSE POSITIVE,Kepler
11.35501209,8.0,14.557,19675.0,534.0,19.29,4594.0,0.567,4.679,FALSE POSITIVE,Kepler
1.195515251,49.33,5.0834,8054.4,1959.0,3469.7,6040.0,1.155,4.271,FALSE POSITIVE,Kepler
2.60720833,7.31,2.6452,3149.7,1561.0,1403.43,6366.0,1.236,4.352,CANDIDATE,Kepler
5.80184753,14.0,3.9551,22143.0,989.0,225.81,5687.0,0.921,4.426,FALSE POSITIVE,Kepler
2.38404983,66.14,3.2849,312730.0,1363.0,815.42,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
5.24078259,24.73,5.238,592.6,1080.0,322.16,6192.0,0.917,4.503,FALSE POSITIVE,Kepler
5.26641416,2.62,2.4404,223.8,1421.0,964.18,6338.0,1.602,4.087,FALSE POSITIVE,Kepler
1.847892736,1.51,1.8904,323.3,1374.0,843.8,5763.0,0.842,4.557,CONFIRMED,Kepler
0.604358764,23.28,1.0423,38731.0,997.0,235.63,3569.0,0.427,4.82,FALSE POSITIVE,Kepler
11.3775281,82.26,12.918,1651.3,1177.0,453.61,6943.0,1.66,4.162,FALSE POSITIVE,Kepler
0.7981968,62.38,2.22035,257620.0,1963.0,3497.4,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
0.695954898,2.58,1.469,318.1,2740.0,13264.33,6737.0,1.425,4.243,FALSE POSITIVE,Kepler
0.948951607,115.31,4.3809,458460.0,1853.0,2796.38,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
19.37070781,108.54,2.2466,653.2,1180.0,458.92,5321.0,4.335,3.416,FALSE POSITIVE,Kepler
14.46993942,85.84,7.455,1235.3,1713.0,2033.61,4735.0,9.043,2.715,FALSE POSITIVE,Kepler
1.278555003,5.19,1.4247,1478.0,1515.0,1241.92,5636.0,0.827,4.557,FALSE POSITIVE,Kepler
1.226223959,1.0,2.1689,56.1,2024.0,3973.86,5855.0,1.34,4.148,CONFIRMED,Kepler
2.244600029,27.47,1.9204,8611.0,1190.0,475.37,5256.0,0.802,4.502,FALSE POSITIVE,Kepler
181.8521773,46.38,5.7725,27559.0,333.0,2.91,6063.0,1.012,4.476,FALSE POSITIVE,Kepler
223.1127475,46.33,8.9683,11539.0,332.0,2.87,6211.0,1.056,4.389,FALSE POSITIVE,Kepler
15.64064161,77.18,6.4524,273310.0,921.0,169.73,6517.0,1.374,4.279,FALSE POSITIVE,Kepler
6.8873113,0.72,2.214,85.3,788.0,90.91,5208.0,0.772,4.563,CONFIRMED,Kepler
1.103978,,0.74,,,105.8,,,,FALSE POSITIVE,Kepler
43.8496474,21.42,2.217,452.3,1286.0,645.68,4893.0,10.363,2.644,FALSE POSITIVE,Kepler
0.752158047,106.66,2.42733,37879.0,2869.0,15978.36,5770.0,2.221,3.844,FALSE POSITIVE,Kepler
3.796488133,40.83,11.0659,3007.6,1233.0,547.94,6137.0,1.018,4.46,FALSE POSITIVE,Kepler
17.7476059,146.63,5.066,877.0,1998.0,3768.37,8992.0,4.832,3.535,CANDIDATE,Kepler
1.233076007,31.39,12.506,1392.4,1513.0,1237.97,5602.0,0.817,4.571,FALSE POSITIVE,Kepler
21.5135234,534.47,77.983,1583.8,1006.0,242.54,5088.0,3.318,3.508,FALSE POSITIVE,Kepler
19.4444573,1.53,5.509,182.3,749.0,74.47,6278.0,1.081,4.425,FALSE POSITIVE,Kepler
1.1910489,22.76,1.3738,1391.1,1348.0,781.99,5089.0,0.693,4.58,FALSE POSITIVE,Kepler
0.546248198,54.23,2.1081,114530.0,2227.0,5820.72,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
2.18565886,0.44,1.966,35.6,1087.0,329.49,4997.0,0.746,4.598,CANDIDATE,Kepler
1.811966339,95.19,3.792,408.1,2573.0,10360.38,5904.0,3.348,3.602,FALSE POSITIVE,Kepler
66.1539783,9.69,5.896,6951.0,468.0,11.3,6077.0,0.999,4.471,FALSE POSITIVE,Kepler
158.3226379,25.41,2.1881,4863.0,211.0,0.47,4340.0,0.572,4.67,FALSE POSITIVE,Kepler
3.93276627,1.5,2.9403,234.9,1140.0,399.84,5688.0,0.971,4.415,CONFIRMED,Kepler
198.680859,2.79,8.282,645.4,297.0,1.83,5330.0,1.013,4.366,CONFIRMED,Kepler
1.592634161,100.2,8.9488,155160.0,2255.0,6128.09,6574.0,1.768,4.061,FALSE POSITIVE,Kepler
3.31577795,27.77,4.2349,94567.0,1104.0,349.78,5528.0,0.849,4.516,FALSE POSITIVE,Kepler
2.990252395,89.85,7.8462,216440.0,1264.0,603.02,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
2.08043378,510.48,7.708,6861.2,1629.0,1661.27,6377.0,1.119,4.399,FALSE POSITIVE,Kepler
4.944046127,54.29,4.50334,112500.0,1069.0,308.53,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
4.464565251,43.21,4.0221,74112.0,1024.0,259.97,5743.0,0.853,4.553,FALSE POSITIVE,Kepler
1.523298835,38.95,5.9083,195070.0,1404.0,919.42,5311.0,0.866,4.469,FALSE POSITIVE,Kepler
3.539631353,39.34,1.5372,1229.7,2214.0,5689.3,7021.0,2.629,3.759,FALSE POSITIVE,Kepler
6.195861785,215.89,2.6078,3509.8,883.0,143.74,5608.0,0.813,4.573,FALSE POSITIVE,Kepler
0.566805514,0.82,4.367,85.3,1920.0,3193.9,5115.0,0.917,4.439,FALSE POSITIVE,Kepler
27.961084,21.5,3.8741,6268.2,796.0,94.86,6770.0,1.361,4.249,FALSE POSITIVE,Kepler
186.5168116,37.5,3.1968,5752.4,452.0,9.83,5018.0,2.99,3.639,FALSE POSITIVE,Kepler
197.1455327,72.16,2.1145,5664.0,498.0,14.53,7214.0,1.935,4.093,FALSE POSITIVE,Kepler
0.532087933,74.83,3.45028,510370.0,2247.0,6002.61,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
3.204222652,23.55,2.7952,898.4,979.0,217.46,5139.0,0.741,4.609,FALSE POSITIVE,Kepler
0.687898282,55.58,3.96401,293500.0,2062.0,4267.13,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
2.178154774,19.46,3.5302,662.6,1180.0,457.16,5515.0,0.712,4.624,FALSE POSITIVE,Kepler
0.99466172,31.84,1.576,1370.5,1898.0,3078.85,5750.0,1.021,4.332,FALSE POSITIVE,Kepler
359.00688,28.57,32.16,2015.8,237.0,0.74,5715.0,0.834,4.537,FALSE POSITIVE,Kepler
1.138548215,1.45,2.1482,66.2,2537.0,9805.45,6520.0,1.713,4.01,CONFIRMED,Kepler
121.0598037,1680.99,3.112,1563.0,1792.0,2437.81,3942.0,60.688,1.101,FALSE POSITIVE,Kepler
0.721335207,0.54,1.509,31.8,2162.0,5166.26,6328.0,0.948,4.489,FALSE POSITIVE,Kepler
3.28274272,1.85,8.9,292.8,1136.0,392.7,5741.0,0.82,4.533,FALSE POSITIVE,Kepler
1.231361934,2.93,5.433,471.0,1839.0,2707.51,6095.0,1.016,4.378,FALSE POSITIVE,Kepler
89.7224125,2.21,10.963,263.7,508.0,15.69,6429.0,1.262,4.241,CONFIRMED,Kepler
7.12766417,1.21,2.491,229.2,784.0,89.24,5159.0,0.821,4.548,CONFIRMED,Kepler
2.080431782,345.7,7.4997,894200.0,2719.0,12956.98,8344.0,2.115,4.04,FALSE POSITIVE,Kepler
3.52364689,0.94,3.439,74.2,1330.0,739.8,6269.0,1.085,4.412,CANDIDATE,Kepler
1.157804607,118.11,4.66082,605710.0,2255.0,6116.99,6510.0,1.425,4.219,FALSE POSITIVE,Kepler
19.979098,22.98,10.5638,38418.0,739.0,70.59,5907.0,1.126,4.296,FALSE POSITIVE,Kepler
1.433262401,136.47,6.2205,428560.0,2691.0,12427.14,7311.0,1.959,4.013,FALSE POSITIVE,Kepler
23.8706941,49.6,3.4812,6386.3,711.0,60.38,6022.0,1.166,4.308,FALSE POSITIVE,Kepler
4.78850084,0.63,2.099,66.5,889.0,147.95,5208.0,0.772,4.563,CANDIDATE,Kepler
0.566769068,1.06,3.011,40.0,2661.0,11897.94,5496.0,1.533,3.998,FALSE POSITIVE,Kepler
6.2820426,23.76,7.941,1413.0,2021.0,3938.81,6635.0,3.798,3.511,FALSE POSITIVE,Kepler
0.97430309,37.62,2.1088,34976.0,1643.0,1728.18,5688.0,0.786,4.583,FALSE POSITIVE,Kepler
141.73403059,10.3,1.5851,7736.4,329.0,2.77,5606.0,0.918,4.478,CANDIDATE,Kepler
119.686505,23.0,29.33,842.7,341.0,3.21,5715.0,0.834,4.537,FALSE POSITIVE,Kepler
53.556625,26.31,16.18,3963.0,1076.0,317.03,7643.0,3.618,3.639,FALSE POSITIVE,Kepler
433.220461,2.07,2.725,725.1,203.0,0.4,5232.0,0.777,4.519,CANDIDATE,Kepler
1.210693626,0.99,1.434,159.1,1351.0,784.51,5014.0,0.756,4.559,CONFIRMED,Kepler
1.090011003,1.04,1.5,174.8,1402.0,911.28,5081.0,0.77,4.596,CONFIRMED,Kepler
18.2572722,0.94,3.434,157.5,547.0,21.16,5014.0,0.756,4.559,CANDIDATE,Kepler
34.2115022,1.15,4.947,273.8,427.0,7.82,4955.0,0.721,4.61,CONFIRMED,Kepler
7.061149921,43.71,3.33515,131260.0,842.0,118.87,5585.0,0.798,4.564,FALSE POSITIVE,Kepler
2.682767439,70.67,4.58143,394410.0,1310.0,695.41,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
3.711012492,46.24,3.3394,7559.8,1310.0,695.05,6141.0,1.117,4.365,FALSE POSITIVE,Kepler
1.780982447,60.45,3.4297,357700.0,1502.0,1204.3,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
1.815632406,108.78,3.35773,61574.0,3429.0,32652.55,9954.0,2.408,4.07,FALSE POSITIVE,Kepler
205.5833309,42.69,6.0353,24872.0,323.0,2.58,6328.0,0.915,4.516,FALSE POSITIVE,Kepler
4.309067482,101.41,2.21,23647.0,882.0,142.6,4897.0,0.789,4.526,FALSE POSITIVE,Kepler
36.4721523,0.7,2.673,52.6,527.0,18.29,5853.0,0.895,4.529,FALSE POSITIVE,Kepler
111.0396205,8.6,25.751,9356.2,335.0,2.97,5470.0,0.777,4.509,FALSE POSITIVE,Kepler
3.187087241,928.96,7.2897,129090.0,4037.0,62743.06,4599.0,23.673,2.137,FALSE POSITIVE,Kepler
1.023470248,100.39,2.3804,129530.0,1807.0,2522.39,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
0.875267982,39.19,1.6038,11701.0,1910.0,3157.34,5821.0,0.898,4.402,FALSE POSITIVE,Kepler
5.55260695,2674.69,4.1178,727.6,6436.0,404932.04,3306.0,116.965,0.273,FALSE POSITIVE,Kepler
2.347479696,60.5,26.25,81996.0,1502.0,1207.51,5891.0,1.138,4.305,FALSE POSITIVE,Kepler
1.13353095,0.49,3.17,18.5,2006.0,3840.87,6318.0,1.121,4.36,FALSE POSITIVE,Kepler
0.890745373,36.92,1.9215,120030.0,1892.0,3015.62,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
440.7843755,7.23,21.693,2579.0,308.0,2.14,6340.0,1.393,4.163,CONFIRMED,Kepler
2.723858181,7.13,1.4313,5497.0,900.0,154.53,4416.0,0.733,4.57,FALSE POSITIVE,Kepler
0.635441862,56.3,1.9827,147610.0,2118.0,4750.98,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
3.255189932,1.39,2.7117,119.2,1390.0,880.52,5807.0,1.256,4.23,FALSE POSITIVE,Kepler
2.531140101,32.12,20.399,11786.0,1100.0,346.06,5325.0,0.75,4.607,FALSE POSITIVE,Kepler
0.938750221,1.46,1.3568,280.7,1676.0,1874.28,5497.0,0.886,4.527,CONFIRMED,Kepler
2.992704682,7.86,1.2585,361.1,2328.0,6932.19,5908.0,3.915,3.497,FALSE POSITIVE,Kepler
6.12810722,39.52,2.824,2336.0,1513.0,1237.9,7245.0,1.667,4.158,FALSE POSITIVE,Kepler
2.115511511,36.16,8.5116,25805.0,897.0,152.34,4188.0,0.661,4.615,FALSE POSITIVE,Kepler
2.446736567,71.52,5.0201,415860.0,1351.0,788.17,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
21.3779536,173.18,24.872,255240.0,1062.0,300.32,4905.0,3.484,3.3,FALSE POSITIVE,Kepler
4.350460215,533.08,2.5276,50424.0,1472.0,1107.34,6585.0,1.416,4.208,FALSE POSITIVE,Kepler
22.77194512,251.93,10.1995,30246.0,1254.0,584.54,5073.0,4.61,3.02,FALSE POSITIVE,Kepler
67.844689,2.65,11.757,211.2,592.0,29.08,5878.0,1.812,4.005,CONFIRMED,Kepler
27.3214242,3.61,4.836,279.6,705.0,58.35,5592.0,1.451,4.115,CONFIRMED,Kepler
9.84883968,63.42,5.7425,22012.0,1134.0,390.19,6938.0,1.31,4.281,FALSE POSITIVE,Kepler
10.23335969,,7.55,,,,,,,FALSE POSITIVE,Kepler
227.6625222,44.24,5.5072,13895.0,319.0,2.46,6124.0,1.007,4.414,FALSE POSITIVE,Kepler
1.06100873,9.14,2.6715,6367.1,1568.0,1434.99,5080.0,0.947,4.417,FALSE POSITIVE,Kepler
0.623393802,28.21,1.40392,30192.0,1379.0,849.08,4330.0,0.639,4.628,FALSE POSITIVE,Kepler
0.65355361,22.95,1.63,4595.9,1437.0,1004.07,4550.0,0.66,4.622,CONFIRMED,Kepler
2.3702932,1.29,1.666,224.8,1256.0,588.1,5668.0,0.868,4.545,CONFIRMED,Kepler
0.566793534,122.64,4.714,92.4,14667.0,10947554.55,3420.0,138.056,0.269,FALSE POSITIVE,Kepler
1.873380717,89.79,10.1083,538720.0,1669.0,1830.27,5992.0,1.171,4.283,FALSE POSITIVE,Kepler
1.87337894,51.11,9.1328,5444.0,2925.0,17342.01,4740.0,5.721,2.9,FALSE POSITIVE,Kepler
7.50023955,21.06,2.916,273.2,901.0,155.6,5849.0,0.919,4.517,FALSE POSITIVE,Kepler
23.6270348,21.71,11.481,8433.0,560.0,23.17,5305.0,0.857,4.477,FALSE POSITIVE,Kepler
0.716709897,66.73,0.7466,932.5,3124.0,22605.13,5173.0,2.742,3.471,FALSE POSITIVE,Kepler
2.248063246,30.38,5.1297,631.7,1566.0,1421.38,6325.0,1.112,4.409,FALSE POSITIVE,Kepler
63.3278636,54.17,47.0744,11515.0,896.0,152.49,4919.0,5.198,2.979,FALSE POSITIVE,Kepler
219.3215562,6.11,12.4124,3628.7,313.0,2.27,6063.0,1.012,4.476,CONFIRMED,Kepler
245.4382021,19.17,14.502,11312.0,289.0,1.66,5637.0,0.99,4.383,FALSE POSITIVE,Kepler
178.4129899,33.24,2.9298,37510.0,361.0,4.0,6078.0,1.148,4.346,FALSE POSITIVE,Kepler
178.44973004,,12.86,,,,,,,FALSE POSITIVE,Kepler
2.192004364,37.56,3.075,99583.0,1118.0,369.54,5306.0,0.687,4.642,FALSE POSITIVE,Kepler
3.900109346,40.37,3.9037,126190.0,1160.0,427.83,5791.0,0.969,4.424,FALSE POSITIVE,Kepler
1.471060209,165.15,4.3708,148440.0,3693.0,43941.18,8749.0,2.911,3.806,FALSE POSITIVE,Kepler
0.73553763,,2.0,,,,,,,FALSE POSITIVE,Kepler
213.3990406,35.2,6.5043,13930.0,468.0,11.32,6960.0,1.83,4.069,FALSE POSITIVE,Kepler
6.40802979,51.44,2.9288,7784.1,1157.0,424.01,6261.0,1.194,4.293,FALSE POSITIVE,Kepler
2.38920105,,3.15,,,752.42,,,,CANDIDATE,Kepler
0.962835804,458.02,4.9844,14328.0,7100.0,602806.92,3982.0,32.244,1.464,FALSE POSITIVE,Kepler
4.639602084,19.96,3.4636,25079.0,1285.0,643.95,6078.0,1.194,4.223,FALSE POSITIVE,Kepler
2.991885335,3.94,7.4319,1356.9,1209.0,505.77,5750.0,0.839,4.464,FALSE POSITIVE,Kepler
1.327471395,7.08,5.2334,5673.8,1395.0,892.4,5232.0,0.777,4.519,FALSE POSITIVE,Kepler
0.566792595,0.5,2.637,19.9,2548.0,10020.28,6277.0,1.121,4.322,FALSE POSITIVE,Kepler
1.247156944,26042.9,2.6779,134760.0,4120.0,68223.38,4770.0,9.67,2.605,FALSE POSITIVE,Kepler
288.3128666,13.21,5.419,11181.0,300.0,1.93,5672.0,1.22,4.252,CANDIDATE,Kepler
2.119100054,34.34,8.2163,1651.1,1571.0,1435.29,6292.0,1.078,4.426,FALSE POSITIVE,Kepler
1.466535757,4.28,0.8222,1346.4,1671.0,1849.31,5888.0,1.02,4.387,FALSE POSITIVE,Kepler
8.870415578,39.46,1.2864,873.1,1151.0,414.26,6022.0,1.514,4.027,FALSE POSITIVE,Kepler
1.49131759,1.26,4.721,25.8,2475.0,8873.77,6014.0,2.429,3.782,FALSE POSITIVE,Kepler
19.57783279,1.96,1.9857,432.6,621.0,35.14,5620.0,0.884,4.533,CONFIRMED,Kepler
3.04476607,15.7,9.568,272.6,1126.0,379.01,5627.0,0.818,4.568,FALSE POSITIVE,Kepler
70.9672087,2.84,6.9623,784.7,438.0,8.66,5818.0,0.986,4.464,CONFIRMED,Kepler
4.45543346,51.69,5.116,245680.0,1106.0,354.27,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
14.323889947,45.93,4.83729,69072.0,720.0,63.62,5853.0,0.895,4.529,FALSE POSITIVE,Kepler
20.427232317,601.32,3.46429,121810.0,749.0,74.27,6167.0,1.121,4.354,FALSE POSITIVE,Kepler
106.18732,231.85,10.29,266.1,2660.0,11829.18,3287.0,152.969,0.114,CANDIDATE,Kepler
105.6552651,4.22,9.39,1366.9,407.0,6.51,5741.0,1.136,4.331,CONFIRMED,Kepler
4.029803201,47.58,4.4301,191070.0,1233.0,545.64,6024.0,1.078,4.385,FALSE POSITIVE,Kepler
1.303858554,73.29,4.36797,126640.0,2080.0,4438.11,6282.0,1.343,4.207,FALSE POSITIVE,Kepler
9.74765878,0.78,2.62,102.0,679.0,50.3,5176.0,0.738,4.612,CANDIDATE,Kepler
3.18899015,0.98,2.722,66.2,1309.0,693.65,5700.0,1.176,4.327,CONFIRMED,Kepler
309.89103,2.15,16.4,321.3,314.0,2.3,6450.0,1.155,4.386,CANDIDATE,Kepler
1.570518376,450.76,3.2035,2213.2,4106.0,67267.85,5314.0,11.82,2.782,FALSE POSITIVE,Kepler
115.9943364,13.66,2.4136,37571.0,265.0,1.16,4530.0,0.735,4.566,FALSE POSITIVE,Kepler
0.623441636,29.19,1.46001,19340.0,1711.0,2025.22,5319.0,0.654,4.612,FALSE POSITIVE,Kepler
14.5417471,163.25,5.6067,1088.6,1494.0,1176.23,5032.0,5.922,3.042,FALSE POSITIVE,Kepler
2.81753381,52.91,2.1551,3836.0,1494.0,1180.61,6313.0,1.098,4.325,FALSE POSITIVE,Kepler
0.762132307,0.75,1.22,63.7,1872.0,2913.14,5594.0,0.934,4.489,CONFIRMED,Kepler
56.6993107,539.16,7.0706,5824.7,1261.0,598.36,4727.0,13.547,2.497,FALSE POSITIVE,Kepler
161.252247,4.49,23.467,2185.9,303.0,2.0,5555.0,0.811,4.502,FALSE POSITIVE,Kepler
0.867719291,37.79,6.323,2651.8,2106.0,4662.2,6220.0,1.056,4.398,FALSE POSITIVE,Kepler
1.803697292,1.0,1.5922,69.7,1783.0,2385.75,6438.0,1.166,4.33,CANDIDATE,Kepler
0.84112187,39.34,2.0431,75070.0,1514.0,1240.91,5048.0,0.707,4.571,FALSE POSITIVE,Kepler
0.828326025,49.67,1.42721,10718.0,1845.0,2739.59,5400.0,0.978,4.382,FALSE POSITIVE,Kepler
1.219324537,60.62,4.7501,379060.0,1569.0,1432.21,5455.0,0.897,4.458,FALSE POSITIVE,Kepler
2.401751509,268.75,2.0835,25044.0,888.0,146.91,4577.0,0.557,4.688,FALSE POSITIVE,Kepler
36.97709537,59.66,5.2063,217140.0,546.0,21.08,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
16.371883638,70.73,3.44467,65927.0,840.0,117.9,5642.0,1.415,4.114,FALSE POSITIVE,Kepler
2.617284592,162.67,9.5545,231450.0,2013.0,3885.11,5510.0,2.649,3.641,FALSE POSITIVE,Kepler
10.14873521,71.11,5.603,116120.0,1045.0,281.19,6366.0,1.296,4.239,FALSE POSITIVE,Kepler
2.897436854,64.69,3.2833,289810.0,1277.0,627.44,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
5.546083089,22.27,2.717,2211.0,2336.0,7027.09,7358.0,4.037,3.538,CONFIRMED,Kepler
6.87366398,12.01,7.0845,9766.9,859.0,128.52,5662.0,0.805,4.575,FALSE POSITIVE,Kepler
6.87366412,,4.85,,,,,,,FALSE POSITIVE,Kepler
0.668483494,138.76,2.4129,722770.0,2082.0,4439.53,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
1.070272827,28.73,4.2844,9886.5,1224.0,528.52,4628.0,0.653,4.651,FALSE POSITIVE,Kepler
0.977170246,5.08,3.4842,151.1,3226.0,25506.22,5596.0,3.938,3.48,FALSE POSITIVE,Kepler
1.135930136,52.05,4.5036,27247.0,1836.0,2683.57,6247.0,0.954,4.489,FALSE POSITIVE,Kepler
1.801863222,145.36,7.2492,262580.0,2721.0,12930.1,7479.0,2.324,3.919,FALSE POSITIVE,Kepler
54.77145968,34.32,37.1871,7224.8,777.0,86.12,5145.0,3.866,3.466,FALSE POSITIVE,Kepler
1.674690886,29.78,2.0179,527.4,1813.0,2558.96,6397.0,1.157,4.331,FALSE POSITIVE,Kepler
1.013774136,18.59,1.2774,33878.0,827.0,110.51,3644.0,0.389,4.871,CANDIDATE,Kepler
290.1401717,11.58,2.1583,4836.0,304.0,2.02,5631.0,1.263,4.212,CANDIDATE,Kepler
161.515617,2.88,6.548,2215.3,211.0,0.47,4243.0,0.641,4.637,CONFIRMED,Kepler
2.112405306,19.01,2.5845,489.0,1225.0,533.2,5562.0,0.756,4.601,FALSE POSITIVE,Kepler
1.870990236,26.1,1.8432,642.6,1668.0,1824.38,6384.0,1.086,4.419,FALSE POSITIVE,Kepler
5.56648691,43.67,10.931,694.9,2618.0,11089.75,4694.0,12.701,2.564,FALSE POSITIVE,Kepler
1.33253834,0.64,3.737,62.4,1453.0,1051.03,5520.0,0.818,4.572,FALSE POSITIVE,Kepler
1.241483276,27.25,2.195,141.0,1847.0,2761.35,6140.0,1.053,4.394,FALSE POSITIVE,Kepler
3.01551943,155.81,3.1713,159580.0,1837.0,2692.16,5299.0,2.761,3.672,FALSE POSITIVE,Kepler
2.112395777,115.26,2.7714,262600.0,1419.0,957.45,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
14.8444836,2.49,6.091,177.9,1092.0,336.06,6642.0,1.846,4.057,CONFIRMED,Kepler
2.252417903,27.09,1.9767,32296.0,782.0,88.43,3979.0,0.544,4.699,FALSE POSITIVE,Kepler
2.900613144,38.63,3.7357,165480.0,1289.0,650.9,5977.0,0.931,4.472,FALSE POSITIVE,Kepler
174.7697122,38.79,2.3569,68139.0,294.0,1.77,5704.0,0.804,4.575,FALSE POSITIVE,Kepler
31.43284649,57.21,5.3541,178870.0,577.0,26.19,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
1.72110057,0.7,1.922,29.7,1607.0,1575.2,5700.0,1.176,4.327,CANDIDATE,Kepler
9.72675447,995.22,19.6214,6641.6,1363.0,815.99,6327.0,2.433,3.84,FALSE POSITIVE,Kepler
8.096939227,68.48,2.8833,142890.0,1194.0,481.48,6572.0,1.418,4.208,FALSE POSITIVE,Kepler
0.64234865,25.76,2.1184,39597.0,1829.0,2653.37,5441.0,0.791,4.553,FALSE POSITIVE,Kepler
130.4194187,57.51,4.165,2290.9,473.0,11.79,5770.0,1.685,3.946,FALSE POSITIVE,Kepler
1.78526527,41.19,6.2233,1733.1,1815.0,2563.99,6505.0,1.228,4.342,FALSE POSITIVE,Kepler
4.8591441,6.9,3.8588,2183.6,1303.0,681.41,6586.0,1.207,4.361,FALSE POSITIVE,Kepler
5.95077813,32.26,5.6,761.8,2366.0,7394.55,5122.0,9.828,2.886,FALSE POSITIVE,Kepler
99.673478,576.14,0.968,2496.0,262.0,1.11,4932.0,0.492,4.777,FALSE POSITIVE,Kepler
4.7425521,7.27,1.11,3583.0,1159.0,426.49,6161.0,1.053,4.454,CANDIDATE,Kepler
0.955297055,18.16,1.7405,846.1,1550.0,1367.42,5319.0,0.734,4.548,FALSE POSITIVE,Kepler
280.476576,3.16,32.24,651.2,268.0,1.22,5869.0,0.892,4.528,FALSE POSITIVE,Kepler
152.8255989,34.85,22.688,2173.5,734.0,68.47,4991.0,7.506,2.933,FALSE POSITIVE,Kepler
47.1096306,78.98,5.741,752.2,751.0,75.4,5258.0,2.78,3.597,CANDIDATE,Kepler
2.41660149,0.92,1.9699,83.6,1343.0,770.05,5705.0,1.026,4.444,CONFIRMED,Kepler
4.252082243,33.14,2.7543,8290.5,1064.0,303.48,5802.0,0.794,4.492,FALSE POSITIVE,Kepler
14.180228311,62.41,4.5344,172740.0,873.0,137.11,6289.0,1.142,4.33,FALSE POSITIVE,Kepler
282.5253558,8.98,10.7965,9746.4,264.0,1.15,5725.0,0.913,4.506,CONFIRMED,Kepler
1.87887673,148.25,6.60887,824390.0,1846.0,2750.37,6569.0,1.235,4.281,FALSE POSITIVE,Kepler
17.79391159,33.3,4.3194,93395.0,697.0,55.88,5780.0,1.0,4.438,FALSE POSITIVE,Kepler
