orbital_period,planet_radius,transit_duration,transit_depth,equilibrium_temp,insolation_flux,stellar_teff,stellar_radius,stellar_logg,label,survey
22.8245144,3.36,6.617,322.7,946.0,189.46,6642.0,1.846,4.057,1,Kepler
30.6113932,19.68,3.576,3472.0,317.0,2.38,3900.0,0.534,4.727,0,Kepler
1.3214483,21.8839,3.435,2180.0,3827.0,35623.2,5050.8,2.99,3.56,0,TESS
1.540399732,0.58,1.63,57.6,1312.0,700.19,5160.0,0.784,4.518,0,Kepler
3.9846589,2.12827,2.146,445.0,1405.0,647.901,5903.0,1.03,4.44653,1,TESS
25.2100146,0.95,6.553,62.1,691.0,54.06,6003.0,1.109,4.303,1,Kepler
6.575315881,5.31,4.3084,2793.3,1015.0,251.38,5992.0,0.989,4.415,1,Kepler
1.3541342,13.2236638,2.0812883,20039.5506701,1415.9798764,950.0562665,5227.0,0.931471,4.47443,1,TESS
1.13357304,0.59,2.849,33.1,1836.0,2688.01,6147.0,0.954,4.449,0,Kepler
10.6332248,15.9854,3.436,36558.0,632.0,26.5909,4678.0,0.81,4.5,0,TESS
212.760495,2.8,3.703,195.8,485.0,13.13,7021.0,1.976,4.031,0,Kepler
75.3787816,1.6,5.268,387.7,360.0,3.97,5061.0,0.841,4.488,0,Kepler
2.35574505,1.34,1.796,266.9,1093.0,338.4,4915.0,0.812,4.512,1,Kepler
15.2664658,12.2663968,2.6673792,16186.172954,650.4312952,42.2986706,5420.82,0.874078,4.52994,1,TESS
0.8999342,6.8761,1.606,1720.0,2177.0,3729.32,6211.0,1.64,4.09,0,TESS
8.966610607,56.94,4.01883,59618.0,1038.0,274.04,6480.0,1.132,4.351,0,Kepler
2.30118753,140.23,7.8216,87537.0,2783.0,14194.09,7970.0,2.652,3.871,0,Kepler
3.696121272,1.78,2.463,383.4,1095.0,340.33,5465.0,0.925,4.449,1,Kepler
2.7985802,11.9514993,2.3801043,16708.7151957,1089.1458169,332.556249,4920.0,0.906655,4.49371,1,TESS
1.89134156,0.99,5.891,68.4,1673.0,1856.23,6387.0,1.105,4.41,0,Kepler
13.96950181,2.04,1.5871,1110.0,387.0,5.29,3716.0,0.506,4.74,1,Kepler
0.659752,4.3019481,0.6731474,1138.1047916,2343.7030204,7130.6861294,5832.0,1.25112,4.26,0,TESS
0.689967868,0.78,1.1688,122.9,1539.0,1336.82,4872.0,0.726,4.615,1,Kepler
5.17958,14.829,4.524,7620.0,1416.0,669.018,6116.0,1.65,4.07,1,TESS
2.5761796,12.1450869,1.5879379,49904.2528728,661.8718403,45.3541068,3628.0,0.497905,4.73924,1,TESS
20.55280311,2.99,2.2013,727.3,656.0,43.8,5386.0,1.076,4.322,1,Kepler
13.71218522,2.47,2.437,786.7,676.0,49.26,5550.0,0.831,4.562,1,Kepler
1.04562195,1.45,1.8955,213.0,1710.0,2031.84,5344.0,1.013,4.365,1,Kepler
77.773042,15.03,2.285,432.6,955.0,196.5,4763.0,7.068,2.685,0,Kepler
1.26092,8.46782,2.718,4825.94,2344.0,5014.81,5875.0,1.11,4.36,0,TESS
2.72288246,1.06,2.408,152.6,1162.0,431.75,5458.0,0.872,4.53,0,Kepler
10.86062378,2.09,2.2874,189.6,1108.0,356.24,6455.0,1.496,4.125,1,Kepler
4.16056658,0.7,2.61,75.8,985.0,222.54,5481.0,0.815,4.574,1,Kepler
27.495634,2.11,4.858,483.3,590.0,28.66,5657.0,0.911,4.401,1,Kepler
2.119107262,77.23,7.5384,124650.0,1851.0,2775.75,6381.0,1.423,4.155,0,Kepler
4.737713268,29.25,6.384,105260.0,882.0,143.54,5335.0,0.719,4.624,0,Kepler
70.6981724,1.63,6.632,357.7,417.0,7.11,5811.0,0.866,4.536,1,Kepler
488.67353,2.03,12.35,691.0,188.0,0.3,5218.0,0.772,4.596,0,Kepler
3.98216698,3.32,2.396,381.3,1374.0,842.48,5570.0,1.548,4.066,0,Kepler
8.884922995,10.51,2.07004,16053.0,770.0,83.21,5332.0,0.843,4.5,1,Kepler
5.36375016,1.15,2.94,114.3,1059.0,296.73,5553.0,1.098,4.33,1,Kepler
10.573751447,2.07,1.7259,298.9,844.0,120.25,5720.0,1.08,4.4,1,Kepler
8.07394097,1.59,2.455,1056.0,420.0,7.33,3675.0,0.398,4.869,1,Kepler
3.7998536,13.2670623,1.8114914,25455.0849851,782.6461795,88.67126,4133.4,0.759375,4.48806,1,TESS
4.20601251,0.82,6.82,106.7,1004.0,239.82,5514.0,0.79,4.518,0,Kepler
364.42189,36.37,38.14,2498.0,264.0,1.14,6047.0,1.002,4.47,0,Kepler
22.52907,1.39,1.373,327.1,532.0,18.89,5284.0,0.769,4.594,0,Kepler
7.37867551,1.11,3.349,125.1,933.0,178.68,5936.0,0.965,4.501,1,Kepler
4.39451798,65.76,2.9527,223620.0,554.0,22.27,3695.0,0.483,4.773,0,Kepler
33.67280658,1.86,8.2267,170.9,661.0,45.09,5587.0,1.423,4.091,1,Kepler
2.371589507,88.22,3.5116,235100.0,1043.0,278.9,5340.0,0.601,4.715,0,Kepler
2.041659,8.90978,3.521,3230.0,2365.0,5195.14,6806.0,1.56,4.22,0,TESS
2.274628199,104.26,4.52648,103970.0,2092.0,4536.51,6389.0,1.947,3.914,0,Kepler
251.0597249,44.2,5.1095,7419.8,301.0,1.93,5714.0,1.086,4.34,0,Kepler
96.231257,29.26,2.488,938.0,965.0,204.8,4895.0,9.529,2.674,0,Kepler
47.1484324,2.58,3.1347,1113.8,391.0,5.5,4975.0,0.734,4.579,1,Kepler
2.399069173,1.78,3.2576,286.6,1354.0,792.76,5654.0,1.001,4.395,0,Kepler
2.1890751,0.87,2.365,94.8,1399.0,906.2,6077.0,0.891,4.526,0,Kepler
23.81578356,8.4,3.7591,4856.7,560.0,23.2,5561.0,0.818,4.572,0,Kepler
8.58599537,39.03,2.4078,818.0,2319.0,6831.52,4805.0,13.941,2.605,0,Kepler
46.40626,2.66,7.0281,469.1,588.0,28.23,6086.0,1.227,4.276,1,Kepler
260.02265,3.13,12.009,2060.7,217.0,0.53,5250.0,0.608,4.684,0,Kepler
1.6117444,6.63491,1.524,3120.0,1502.0,847.062,6056.0,1.14,4.38,0,TESS
18.525917446,64.42,5.9056,455660.0,618.0,34.58,5492.0,0.887,4.533,0,Kepler
1.6096874,14.8160349,2.2918133,15269.5334453,1780.2006384,2373.5414017,6472.0,1.14583,4.43974,1,TESS
78.4286313,85.77,3.7368,83303.0,425.0,7.74,5780.0,1.0,4.438,0,Kepler
8.6004516,14.548121,8.950521,3575.6614227,1382.3219455,862.8947232,6011.95,2.3108399,3.75585,1,TESS
31.0033072,2.72,5.253,645.2,616.0,34.03,6090.0,1.071,4.447,1,Kepler
0.991659646,1.19,2.215,77.3,2102.0,4614.18,6117.0,1.244,4.315,1,Kepler
8.7960328,9.14959,2.48,23090.0,475.0,8.51849,3695.0,0.59,4.66,1,TESS
7.26731094,1.14,2.2691,659.1,464.0,10.93,3751.0,0.443,4.8,1,Kepler
3.9228016,13.3368705,1.8736007,31510.9004906,788.0973496,91.167589,4444.0,0.6983,4.438,1,TESS
1.94468659,69.59,18.22,455.5,3334.0,29219.04,7894.0,3.521,3.644,0,Kepler
5.50811352,34.03,2.9516,40380.0,778.0,86.57,5188.0,0.624,4.687,0,Kepler
27.5920718,2.7050278,3.2743016,555.3352929,603.6616824,31.3830711,5739.0,1.02607,4.51,1,TESS
10.6265837,12.0335,5.415,7530.0,1361.0,571.007,7723.0,1.35,4.43,1,TESS
8.72585478,2.86,4.473,446.7,985.0,222.19,6036.0,1.131,4.326,1,Kepler
297.71402,45.69,13.413,1374.5,706.0,58.76,4916.0,10.801,2.572,0,Kepler
0.9337465,0.63,3.629,49.9,1863.0,2852.33,6102.0,0.887,4.528,0,Kepler
9.86869589,21.68,2.876,5915.0,1332.0,743.72,7301.0,1.717,4.11,0,Kepler
5.81289843,0.93,3.979,76.3,1102.0,348.61,6175.0,1.041,4.41,0,Kepler
0.729724346,0.51,2.699,23.0,2151.0,5081.58,6084.0,1.03,4.426,0,Kepler
1.638652525,1.29,1.952,166.9,1610.0,1585.07,6119.0,0.981,4.472,1,Kepler
6.61836309,2.98,3.6813,549.1,1066.0,304.65,5529.0,1.294,4.19,1,Kepler
4.14789051,1.93,3.829,137.6,1389.0,878.32,6150.0,1.417,4.223,1,Kepler
8.2904597,23.96,2.6002,173010.0,594.0,29.41,4601.0,0.566,4.681,0,Kepler
14.6503935,1.81908,2.08,330.0,580.0,18.7938,5859.45,0.98,4.4776,1,TESS
84.83869,2.03857,5.194,1020.0,292.0,1.21501,4504.0,0.72,4.58833,1,TESS
14.37457572,1.94,4.7892,335.8,779.0,87.24,5768.0,1.067,4.358,1,Kepler
3.0390851,10.9147317,1.6455076,12337.5570732,1091.9857549,336.0383887,5316.0,0.864673,4.52626,1,TESS
1.075158342,20.09,1.295,30.2,6988.0,565413.02,4067.0,38.446,1.541,0,Kepler
2.8534013,11.4232,5.176,15830.0,1551.0,961.087,3662.0,0.52,4.72,0,TESS
2.48658617,24.39,2.7189,42122.0,1461.0,1077.69,5892.0,1.198,4.35,0,Kepler
1.19087362,0.73,1.785,67.5,1489.0,1165.78,5158.0,0.888,4.464,0,Kepler
28.4750006,2.64,4.718,763.8,489.0,13.5,4996.0,0.831,4.497,1,Kepler
15.358767771,10.89,4.1223,14638.0,662.0,45.46,5422.0,0.887,4.484,1,Kepler
9.69501146,2.08,2.75,515.2,833.0,114.06,5896.0,0.914,4.516,1,Kepler
14.00948631,0.98,3.399,169.9,617.0,34.32,5153.0,0.767,4.551,1,Kepler
2.15681538,1.06,5.115,106.5,1473.0,1114.9,6084.0,0.983,4.45,0,Kepler
38.13853099,68.75,3.8617,1230.2,873.0,137.15,6481.0,2.343,3.861,0,Kepler
3.566276,20.2251,4.197,3870.0,1851.0,1949.16,6831.4,3.17,3.61,0,TESS
65.6480892,3.93,5.746,588.7,485.0,13.04,5565.0,1.246,4.251,1,Kepler
14.323889947,45.93,4.83729,69072.0,720.0,63.62,5853.0,0.895,4.529,0,Kepler
3.68497,9.05543,4.536,2070.0,1659.0,1260.27,5756.0,1.93,3.88,1,TESS
3.564614021,46.0,3.44204,94342.0,1187.0,470.37,5891.0,0.892,4.45,0,Kepler
4.6512523,6.22936,2.251,3110.0,1270.0,432.038,7192.0,1.1,4.56,0,TESS
472.2265706,48.18,4.8732,156140.0,217.0,0.52,5763.0,0.842,4.557,0,Kepler
1.049406508,27.45,3.0072,447.5,4913.0,137177.82,4745.0,13.417,2.425,0,Kepler
0.941840589,27.05,5.06,388.3,2200.0,5547.35,6419.0,1.142,4.33,0,Kepler
0.53482911,0.54,0.996,704.0,753.0,75.82,3229.0,0.201,5.08,0,Kepler
2.88069,22.4297,1.784,10380.0,1421.0,678.487,5541.0,1.09,4.36,1,TESS
55.673582,2.19,3.778,765.1,384.0,5.16,4998.0,0.808,4.53,1,Kepler
2.66831274,1.48,2.4141,266.2,1252.0,581.38,5806.0,0.899,4.528,1,Kepler
0.364860478,0.68,1.4736,112.6,1993.0,3703.08,5220.0,0.642,4.622,0,Kepler
48.4313003,2.78,4.03,886.4,396.0,5.81,4891.0,0.805,4.516,1,Kepler
4.3533211,7.17236,1.894,21740.0,548.0,14.9972,3422.0,0.46,4.77,1,TESS
161.5278347,8.19,3.6734,4653.6,366.0,4.25,5778.0,1.213,4.285,1,Kepler
1.87337894,51.11,9.1328,5444.0,2925.0,17342.01,4740.0,5.721,2.9,0,Kepler
4.6616079,19.1536,4.007,11972.0,1682.0,1329.63,7437.0,1.7,4.21,1,TESS
34.9897847,1.14,4.208,498.5,292.0,1.71,3765.0,0.521,4.725,1,Kepler
3.722158895,2.33,1.9941,757.4,1046.0,283.28,5617.0,0.806,4.574,1,Kepler
2.723858181,7.13,1.4313,5497.0,900.0,154.53,4416.0,0.733,4.57,0,Kepler
8.53161917,54.6,2.9596,65744.0,891.0,148.92,5780.0,1.0,4.438,0,Kepler
1.6421819,2.54445,2.459,1100.0,1801.0,1746.99,5627.0,0.79,4.64,0,TESS
136.830243,17.22,2.956,464.3,764.0,80.57,5096.0,8.038,3.007,0,Kepler
1.811460943,2.83,5.065,428.5,1508.0,1224.37,5700.0,1.008,4.382,0,Kepler
2.2437501,10.0826,3.821,2880.0,2415.0,5651.55,7209.0,1.96,4.06,0,TESS
0.449249224,95.83,4.7565,419440.0,2941.0,17801.78,6338.0,1.299,4.239,0,Kepler
0.755111225,1.38,3.164,168.0,1999.0,3759.62,5780.0,1.0,4.438,0,Kepler
2.1575124,11.8527,2.236,550.0,2244.0,4213.12,8326.0,3.87,3.58,0,TESS
1.3328042,7.33432,2.75,1960.0,2422.0,5718.54,6561.0,1.67,4.12,0,TESS
3.3969441,14.4039682,2.4148687,10192.131158,1373.2191493,840.3890897,5864.0,1.27071,4.26,1,TESS
281.509095,85.77,40.963,5948.7,685.0,52.05,4797.0,10.709,2.632,0,Kepler
7.8519082,2.1705803,1.6318726,3873.9591492,379.2777558,4.8904688,3384.0,0.34388,4.87998,1,TESS
4.09513876,1.75,2.462,181.7,1122.0,374.3,5858.0,0.963,4.495,1,Kepler
0.962828092,40.82,4.411,63.0,3553.0,37544.87,6552.0,3.44,3.594,0,Kepler
1.215181097,0.87,1.295,39.7,2230.0,5844.41,6717.0,1.365,4.268,0,Kepler
368.11581,2.11,13.52,476.2,263.0,1.12,6122.0,0.964,4.487,0,Kepler
2.045166206,131.41,6.84312,263640.0,2422.0,8125.86,7128.0,2.135,3.95,0,Kepler
13.3669309,0.27,3.733,12.2,656.0,43.71,5417.0,0.772,4.567,1,Kepler
81.1701587,4.71,8.358,1183.2,436.0,8.55,5460.0,1.165,4.263,1,Kepler
8.71980135,1.53,3.7454,160.4,987.0,224.47,5970.0,1.2,4.317,1,Kepler
10.738427243,6.96,2.3544,1684.2,1137.0,394.4,6180.0,1.686,4.007,0,Kepler
52.75878505,8.76,6.6517,5805.8,540.0,20.08,6228.0,1.137,4.413,1,Kepler
3.64830183,1.33,1.9985,371.7,860.0,129.44,4769.0,0.714,4.622,1,Kepler
24.0884178,1.16,3.952,387.2,386.0,5.26,4213.0,0.598,4.669,1,Kepler
11.4756978,14.1098,0.808,8341.0,512.0,11.4585,7262.0,2.13,4.0,0,TESS
294.202469,2.61,2.36,248.2,401.0,6.09,6897.0,1.635,4.121,0,Kepler
5.968724048,3.26,3.651,510.6,1251.0,579.9,6122.0,1.439,4.173,1,Kepler
1.82708193,5.95,1.96401,1164.7,1877.0,2925.17,5311.0,1.769,3.864,1,Kepler
371.47786,1.2,12.3,264.9,203.0,0.4,5162.0,0.754,4.605,0,Kepler
1.95119541,0.47,1.907,59.7,1050.0,287.41,4936.0,0.628,4.681,0,Kepler
4.532402495,3.69,3.12,339.1,1160.0,426.69,5575.0,1.173,4.278,0,Kepler
19.229478,1.97,4.68,115.8,970.0,209.42,6654.0,1.712,4.113,0,Kepler
3.3119026,10.9625327,1.181072,7620.7493837,1198.2496832,487.2033805,5355.0,1.09206,4.33005,1,TESS
68.958447,1.11,3.128,123.3,402.0,6.17,5455.0,0.888,4.497,1,Kepler
2.696354974,80.71,5.39585,245990.0,1815.0,2560.78,6472.0,1.579,4.08,0,Kepler
6.9131732,0.91,4.73,39.1,1209.0,505.0,6296.0,1.444,4.21,1,Kepler
8.214204254,42.29,4.5905,74177.0,798.0,96.12,5654.0,0.774,4.59,0,Kepler
0.535493486,1.42,2.57,54.0,3181.0,24045.87,6328.0,1.864,4.035,0,Kepler
2.881100027,446.29,9.43866,662830.0,2946.0,17809.19,8104.0,3.369,3.675,0,Kepler
0.784294574,87.26,4.18831,212530.0,2651.0,11702.6,6576.0,1.455,4.171,0,Kepler
1.260258822,3.57,1.8594,1130.7,1569.0,1435.82,5550.0,0.954,4.5,1,Kepler
9.37663713,1.89,2.1033,118.4,1125.0,379.3,6237.0,1.543,4.136,1,Kepler
10.4419896,1.8605473,1.714349,3992.4372644,317.8151042,2.4111217,3271.0,0.292425,4.93417,1,TESS
1.93155546,2.25,1.614,504.9,1290.0,655.43,5461.0,0.858,4.552,1,Kepler
4.155,11.0678,2.807,4900.0,1339.0,534.715,6270.0,1.57,4.14,0,TESS
0.532086296,16.99,4.023,495.8,1790.0,2417.28,5271.0,0.698,4.636,0,Kepler
0.366197145,51.34,1.2335,275.3,9983.0,2335438.28,4448.0,31.5,1.694,0,Kepler
0.612888148,0.93,2.822,43.1,2796.0,14401.76,6720.0,1.368,4.276,0,Kepler
52.9781419,11.4471492,4.7965246,6347.2690959,598.2132842,30.2653161,6461.8,1.33031,4.35,1,TESS
1.6289322,1.2145664,0.809276,2512.1192447,545.7126746,20.9593189,3202.0,0.226407,4.86375,1,TESS
6.814984472,14.18,3.05409,23915.0,836.0,115.58,5465.0,0.817,4.566,0,Kepler
69.3788597,2.07,3.807,530.4,421.0,7.4,5806.0,0.874,4.529,0,Kepler
45.4333769,2.23,6.351,905.8,315.0,2.34,4371.0,0.559,4.712,0,Kepler
29.88487723,2.81,4.5612,1275.7,453.0,9.95,4883.0,0.749,4.549,1,Kepler
427.65334,1.97,11.17,157.1,284.0,1.53,5325.0,1.565,4.004,0,Kepler
2.522590567,25.82,1.406,210.2,1205.0,499.07,5591.0,0.86,4.559,1,Kepler
4.88753111,2.45,2.034,679.6,1003.0,239.11,5568.0,0.957,4.499,1,Kepler
1.01530474,64.77,8.7622,16445.0,2324.0,6918.45,6428.0,1.44,4.226,0,Kepler
29.9756697,1.84,2.987,258.0,591.0,28.85,5893.0,0.986,4.462,0,Kepler
2.17813954,1.0,2.063,28.6,2073.0,4372.75,6511.0,1.851,4.003,0,Kepler
531.33282,2.67,3.702,669.0,239.0,0.77,6163.0,1.022,4.457,0,Kepler
4.1083812,1.62,3.279,352.8,1058.0,295.63,5730.0,0.87,4.545,0,Kepler
6.20920207,0.89,2.637,101.9,914.0,164.98,5440.0,0.885,4.438,1,Kepler
0.373684977,2.25,0.9621,456.8,2490.0,9009.0,5970.0,0.908,4.521,0,Kepler
8.1280933,1.39,3.727,224.1,875.0,138.51,5831.0,0.921,4.517,1,Kepler
18.795269797,30.77,9.9816,28241.0,899.0,154.05,5623.0,1.841,3.925,0,Kepler
55.249007325,60.79,5.15147,205670.0,496.0,14.25,6063.0,1.012,4.476,0,Kepler
365.13981,1.86,4.46,531.0,228.0,0.64,5610.0,0.815,4.564,0,Kepler
0.65244373,2.17,1.471,610.7,1969.0,3546.43,5638.0,0.883,4.488,0,Kepler
3.01551943,155.81,3.1713,159580.0,1837.0,2692.16,5299.0,2.761,3.672,0,Kepler
17.23232894,2.79,4.5568,509.8,817.0,105.47,6086.0,1.216,4.274,1,Kepler
42.3006282,2.54,4.372,507.9,558.0,22.94,5852.0,1.129,4.353,1,Kepler
2.21568076,0.57,1.515,43.6,1236.0,550.44,5349.0,0.836,4.478,0,Kepler
1.1870337,10.6747149,2.7329029,8164.5762553,1953.7620867,3443.5604618,6325.0,1.15885,4.41,0,TESS
4.16696628,2.74,2.7535,877.7,1053.0,291.34,5456.0,0.943,4.45,1,Kepler
6.76289308,1.21,6.204,50.9,1337.0,754.37,6547.0,1.63,4.122,1,Kepler
1.06378861,1.61,1.072,251.5,1650.0,1761.19,5265.0,1.002,4.4,1,Kepler
4.396999852,13.57,1.875,4576.8,1231.0,543.48,5949.0,1.156,4.311,0,Kepler
623.005238,66.64,23.5615,140330.0,229.0,0.64,5689.0,1.207,4.299,0,Kepler
19.545185,0.76,1.597,40.2,790.0,92.09,6273.0,1.16,4.311,0,Kepler
2.44200193,0.95,3.146,128.6,1217.0,518.48,5587.0,0.851,4.556,0,Kepler
11.47609015,2.07,5.046,182.3,984.0,221.34,6071.0,1.41,4.202,1,Kepler
2.15045295,24.27,4.453,169.1,4340.0,83894.63,4899.0,18.92,2.356,0,Kepler
383.937324,7.9,2.884,627.7,389.0,5.43,5216.0,3.207,3.53,0,Kepler
0.766298172,15.64,1.78462,19401.0,2163.0,5154.54,6267.0,0.996,4.431,0,Kepler
3.28192056,1.6,2.917,191.0,1326.0,728.9,5859.0,1.162,4.335,1,Kepler
8.2669589,3.44807,3.328,1316.0,958.0,140.125,5411.1,0.92,4.49,1,TESS
35.8656484,2.44,8.035,250.9,633.0,37.92,6078.0,1.189,4.29,1,Kepler
1.0995742,9.72799,0.952,3168.0,1592.0,1068.72,6040.0,1.51,4.13,0,TESS
1.80774253,5.29,2.637,592.6,1822.0,2606.24,5164.0,1.779,3.88,0,Kepler
7.69994466,0.92,4.432,70.9,969.0,208.61,5727.0,1.104,4.328,1,Kepler
1.89114441,6.57,8.724,49.9,932.0,177.97,4267.0,0.627,4.637,0,Kepler
583.73632,2.65,15.75,338.6,266.0,1.19,6003.0,1.442,4.176,0,Kepler
7.24476126,0.65,2.3145,58.0,837.0,116.02,5370.0,0.874,4.494,0,Kepler
3.53232429,1.43,2.765,224.2,1159.0,427.65,5761.0,0.956,4.492,1,Kepler
2.0976705,14.488932,3.3618036,2503.6856881,2395.3326749,7780.0852689,5914.8,2.7729599,3.59,0,TESS
2.97041801,1.7,2.2369,530.7,991.0,228.11,5068.0,0.743,4.608,1,Kepler
5.62154315,1.37,2.4143,172.3,992.0,229.04,5637.0,0.96,4.439,1,Kepler
95.6114617,2.37,7.489,487.4,421.0,7.45,6002.0,1.081,4.424,1,Kepler
0.721624431,40.61,2.54242,157750.0,1604.0,1560.97,5067.0,0.715,4.565,0,Kepler
1.653889476,0.97,1.7242,124.4,1373.0,838.03,5390.0,0.876,4.499,1,Kepler
3.306551643,0.91,1.8177,509.2,554.0,22.19,3561.0,0.411,4.855,1,Kepler
8.643550046,38.21,3.1273,67299.0,779.0,87.16,5679.0,0.747,4.605,0,Kepler
3.50472344,0.8,1.9464,90.7,1019.0,254.49,5115.0,0.854,4.477,1,Kepler
22.84518,15.1752,7.215,9210.0,862.0,91.9765,5963.1,1.57,4.08,0,TESS
146.355097,0.82,5.034,820.0,135.0,0.08,3401.0,0.29,4.964,0,Kepler
7.11373257,1.16,2.1764,807.6,429.0,8.01,3561.0,0.411,4.855,1,Kepler
37.9962369,2.39,6.7751,403.7,618.0,34.55,6038.0,1.191,4.284,1,Kepler
176.2432946,48.15,5.0423,4981.4,353.0,3.68,5559.0,1.231,4.209,0,Kepler
2.8269356,4.8112209,1.1692366,950.9544382,1795.9446278,2458.6277073,7072.0,1.50581,4.28,0,TESS
28.7850347,2.5,2.102,102.9,993.0,229.66,6581.0,2.42,3.824,0,Kepler
0.4568,6.64264,0.548,3428.7,1616.0,1132.97,5777.0,1.03,4.35,0,TESS
15.7925628,4.82429,2.823,1190.0,620.0,24.617,5600.0,1.37,4.16,0,TESS
3.71186243,0.95,1.032,53.9,1406.0,922.9,6302.0,1.258,4.299,0,Kepler
4.4571444,18.031156,6.1089711,7175.6801891,1648.9928347,1747.4150659,6074.0,2.09465,3.85122,1,TESS
1.0435229,9.09391,1.476,4970.0,1896.0,2148.73,6259.0,1.23,4.34,0,TESS
10.44331991,2.66,2.743,1159.8,667.0,46.94,4947.0,0.802,4.516,0,Kepler
34.82008158,11.36,11.1711,18848.0,459.0,10.49,5114.0,0.784,4.522,0,Kepler
12.08353781,50.33,7.90317,43087.0,1310.0,696.82,6770.0,2.214,3.89,0,Kepler
0.51811818,1.09,0.3969,99.0,2360.0,7376.27,6240.0,0.929,4.502,0,Kepler
362.85801,1.9,17.03,151.6,353.0,3.66,6740.0,1.471,4.165,0,Kepler
1.50635409,4.53,1.5155,2211.7,1452.0,1054.12,5714.0,0.831,4.563,0,Kepler
133.303247,2.67,7.342,1017.5,301.0,1.94,5064.0,0.864,4.474,1,Kepler
5.370639542,2.54,2.1121,491.3,1096.0,341.68,5821.0,1.085,4.355,1,Kepler
1.926366998,53.63,3.98088,399530.0,1204.0,497.84,5176.0,0.76,4.542,0,Kepler
4.30656389,1.95,4.1107,257.0,1177.0,453.2,6108.0,1.03,4.466,1,Kepler
15.458056682,9.11,8.79536,4253.2,871.0,136.4,5868.0,1.407,4.169,1,Kepler
0.634131057,0.58,2.851,27.1,2488.0,9062.53,6428.0,1.109,4.345,0,Kepler
2.751566365,42.98,5.2403,72609.0,1171.0,445.35,5461.0,0.861,4.497,0,Kepler
8.428090255,517.43,1.881,11356.0,817.0,105.54,5761.0,0.805,4.573,0,Kepler
2.2891027,0.9131404,0.8344032,1384.622855,460.9675388,10.6709326,3022.0,0.242745,4.99625,1,TESS
13.7905315,2.60168,3.301,1140.0,646.0,29.035,5021.6,0.76,4.6,1,TESS
2.576571021,1.57,1.5997,852.8,717.0,62.42,3834.0,0.539,4.708,1,Kepler
4.800232532,48.67,3.57105,277000.0,941.0,184.84,5591.0,0.756,4.59,0,Kepler
21.025447023,135.84,6.52216,115740.0,1123.0,376.4,6631.0,2.438,3.798,0,Kepler
18.20795835,3.08,3.7965,1596.9,551.0,21.86,5176.0,0.738,4.612,1,Kepler
3.3491408,5.37673,1.207,7210.0,657.0,31.0153,3223.0,0.32,4.89993,1,TESS
15.07277287,1.73,0.7794,345.0,635.0,38.57,5521.0,0.771,4.594,0,Kepler
25.9518795,35.1,21.569,1312.3,645.0,41.0,5753.0,1.078,4.335,0,Kepler
4.067371428,68.81,5.8962,63447.0,978.0,215.71,5385.0,0.75,4.532,0,Kepler
3.9043855,1.80937,3.525,255.0,1498.0,836.633,6059.06,1.31,4.29,0,TESS
2.32664,5.5911206,1.6497284,7844.7831198,779.1471354,87.0961414,3946.0,0.623609,4.69039,1,TESS
0.445275074,1.21,2.276,254.7,1950.0,3419.7,5346.0,0.725,4.621,0,Kepler
2.244600029,27.47,1.9204,8611.0,1190.0,475.37,5256.0,0.802,4.502,0,Kepler
11.0619937,1.6184944,1.7587777,3249.1164334,304.152939,2.0225025,3248.0,0.275364,4.95407,1,TESS
11.3775281,82.26,12.918,1651.3,1177.0,453.61,6943.0,1.66,4.162,0,Kepler
4.45814897,1.61,2.867,188.1,1212.0,511.6,6100.0,1.083,4.376,1,Kepler
17.918743061,56.94,4.36387,118360.0,942.0,186.0,5870.0,1.63,3.903,0,Kepler
6.17817366,1.22,3.2601,101.9,1082.0,324.69,5931.0,1.101,4.322,1,Kepler
0.903583394,33.18,1.5942,1027.1,2162.0,5162.98,6455.0,1.101,4.41,0,Kepler
10.6840477,26.43,3.515,81901.0,444.0,9.21,3887.0,0.523,4.743,0,Kepler
2.32539968,9.76,16.791,288.1,2501.0,9234.82,7046.0,2.724,3.831,0,Kepler
11.521446064,150.51,3.6399,17984.0,753.0,75.88,5795.0,0.848,4.554,0,Kepler
22.8909855,2.5594629,2.465657,253.4100012,803.9912632,98.7475477,6321.0,1.41189,4.22436,1,TESS
373.72257,67.13,14.21,470.9,262.0,1.11,6004.0,1.008,4.45,0,Kepler
4.19577385,3.02,2.1557,874.2,1047.0,283.78,5229.0,1.005,4.378,1,Kepler
431.51734,10.28,16.42,5332.7,287.0,1.6,6221.0,1.312,4.294,0,Kepler
1.99492332,0.94,5.898,77.7,1451.0,1044.18,5957.0,0.971,4.498,0,Kepler
1.4821845,27.5079498,2.5956827,16269.2562793,2029.0310837,4005.675856,6835.31,1.31284,4.37191,0,TESS
9.75192101,2.76,4.793,418.0,870.0,135.66,5775.0,1.053,4.405,1,Kepler
11.35010642,1.75,2.2792,1221.0,403.0,6.25,3597.0,0.514,4.734,1,Kepler
2.489549075,59.57,2.4345,2829.7,1708.0,2007.56,6184.0,1.406,4.138,0,Kepler
19.9401211,2.42,4.283,758.9,588.0,28.29,5623.0,0.763,4.596,1,Kepler
9.2075634,5.5,3.365,1243.1,972.0,211.08,5678.0,1.303,4.215,1,Kepler
1.1967018,10.3239,1.879,824.0,3534.0,25917.9,5997.0,1.73,4.0,0,TESS
40.715561,2.7,6.894,680.9,578.0,26.34,6297.0,1.031,4.448,1,Kepler
