orbital_period,planet_radius,transit_duration,transit_depth,equilibrium_temp,insolation_flux,stellar_teff,stellar_radius,stellar_logg,survey,original_index
151.13008,4.41,3.49,358.0,578.0,26.4,6768.0,2.302,3.844,Kepler,6005
628.15844,0.95,12.144,502.3,101.0,0.03,3697.0,0.423,4.829,Kepler,6006
263.90141,23.91,4.303,807.1,562.0,23.6,5094.0,6.247,3.126,Kepler,6009
18.7821603,0.83,5.573,77.2,681.0,50.97,5919.0,0.94,4.488,Kepler,6011
389.316341,27.61,5.49,2599.8,245.0,0.86,5731.0,0.958,4.44,Kepler,6012
3.98916186,28.1,1.913,318.0,3293.0,27838.74,4998.0,16.187,2.524,Kepler,6015
190.800788,1.67,8.082,287.6,321.0,2.51,5993.0,0.986,4.489,Kepler,6017
29.6094263,2.87,2.71,224.9,789.0,91.56,6079.0,1.783,4.059,Kepler,6024
161.537665,1.37,2.65,101.8,400.0,6.04,6033.0,1.358,4.218,Kepler,6028
209.967521,1.16,2.585,120.0,344.0,3.29,6437.0,1.042,4.439,Kepler,6030
369.73011,1.66,14.27,274.8,274.0,1.34,6283.0,0.999,4.453,Kepler,6031
21.3684341,1.72,1.18,492.8,551.0,21.86,5204.0,0.786,4.515,Kepler,6034
29.5632952,1.9,1.562,532.8,527.0,18.23,5595.0,0.828,4.562,Kepler,6037
181.81214,2.04,16.164,474.6,324.0,2.6,6060.0,0.925,4.509,Kepler,6038
435.50635,2.06,34.16,553.8,225.0,0.61,5750.0,0.882,4.538,Kepler,6039
525.560452,12.74,2.327,1196.0,359.0,3.92,4954.0,3.796,3.408,Kepler,6040
95.688682,28.41,6.465,453.8,1046.0,283.07,5040.0,13.056,2.681,Kepler,6043
38.168652,1.4,5.086,90.6,696.0,55.36,6164.0,1.465,4.117,Kepler,6045
69.089357,1.47,6.207,475.1,332.0,2.87,4848.0,0.698,4.581,Kepler,6048
40.9882124,1.44,3.599,145.8,657.0,43.98,6705.0,1.174,4.328,Kepler,6051
138.333748,6.28,2.391,603.6,488.0,13.45,4948.0,2.547,3.588,Kepler,6053
22.4932751,6.04,3.172,152.0,1183.0,463.56,5186.0,4.98,3.273,Kepler,6060
215.732414,1.26,1.915,208.2,292.0,1.72,5790.0,0.856,4.479,Kepler,6062
8.0906952,0.8,2.648,82.4,811.0,102.43,5374.0,0.902,4.495,Kepler,6065
188.954072,2.46,14.17,166.5,468.0,11.36,6392.0,1.899,3.967,Kepler,6068
579.81521,2.71,5.43,607.0,218.0,0.53,5822.0,0.969,4.449,Kepler,6074
493.74242,7.15,5.685,506.1,358.0,3.9,5015.0,3.243,3.429,Kepler,6081
9.942228056,22.15,2.45451,31068.0,740.0,70.93,5268.0,0.843,4.475,Kepler,6097
22.2903562,1.13,1.623,130.4,632.0,37.67,5597.0,1.0,4.418,Kepler,6098
55.180772,2.37,9.791,474.6,531.0,18.79,6306.0,1.076,4.426,Kepler,6101
84.6405853,1.72,2.657,784.0,271.0,1.27,4386.0,0.63,4.629,Kepler,6103
15.2024426,113.97,8.11,834.0,2955.0,18026.22,3984.0,41.367,1.461,Kepler,6106
110.089267,2.4,1.575,1018.0,322.0,2.54,5465.0,0.75,4.6,Kepler,6111
219.931324,2.3,4.818,641.0,279.0,1.43,5557.0,0.912,4.5,Kepler,6112
385.29212,1.57,19.417,218.5,290.0,1.68,6440.0,1.053,4.355,Kepler,6113
455.195496,2.09,3.565,293.6,290.0,1.67,6478.0,1.209,4.29,Kepler,6116
50.55398,0.94,6.159,199.7,367.0,4.29,4895.0,0.687,4.609,Kepler,6120
200.2350497,10.99,23.612,10812.0,325.0,2.63,6108.0,0.997,4.471,Kepler,6123
31.5034587,1.17,3.315,210.6,484.0,13.02,5269.0,0.823,4.567,Kepler,6125
22.2381062,1.09,2.68,104.2,702.0,57.27,6192.0,1.055,4.433,Kepler,6126
20.5477769,1.67,4.634,253.8,690.0,53.65,5922.0,1.057,4.429,Kepler,6127
180.4118581,8.86,3.29,4268.0,329.0,2.77,6032.0,0.973,4.485,Kepler,6141
392.47291,5.46,7.867,345.6,442.0,9.04,6626.0,2.704,3.728,Kepler,6147
581.729006,2.74,6.647,186.7,308.0,2.12,5765.0,2.005,3.837,Kepler,6162
56.001782,1.54,1.706,125.2,584.0,27.51,6116.0,1.332,4.178,Kepler,6166
69.932459,8.25,2.03,264.4,812.0,102.62,5207.0,5.183,3.298,Kepler,6169
535.93723,1.83,11.85,337.2,227.0,0.63,6014.0,0.958,4.494,Kepler,6171
313.051405,2.91,10.969,594.9,310.0,2.2,6218.0,1.185,4.322,Kepler,6174
18.9828305,0.72,6.303,49.1,707.0,59.15,5962.0,1.035,4.443,Kepler,6176
357.437578,3.13,15.903,272.3,422.0,7.53,7610.0,1.862,4.127,Kepler,6179
215.634356,1.92,15.097,148.0,404.0,6.28,6163.0,1.568,4.06,Kepler,6180
30.928898,8.1,3.436,203.3,1051.0,288.95,5029.0,5.127,3.237,Kepler,6181
293.392635,6.84,3.661,518.8,428.0,7.93,5203.0,3.055,3.489,Kepler,6183
5.43361347,2.09,1.0338,1421.0,548.0,21.27,3694.0,0.566,4.686,Kepler,6186
348.96347,2.04,13.84,585.2,198.0,0.36,4823.0,0.792,4.564,Kepler,6187
59.4037839,1.65,10.041,123.5,570.0,24.93,6373.0,1.209,4.256,Kepler,6189
43.581043,1.94,6.883,348.7,558.0,22.89,6225.0,1.031,4.45,Kepler,6193
327.063,2.82,8.06,1006.0,248.0,0.89,5750.0,0.882,4.538,Kepler,6194
651.07431,1.55,5.603,153.7,234.0,0.71,5696.0,1.261,4.218,Kepler,6196
49.1782244,1.79,5.8,449.0,468.0,11.32,5674.0,0.839,4.473,Kepler,6197
271.790292,2.38,2.944,318.4,354.0,3.72,6484.0,1.32,4.258,Kepler,6201
3.5645249,0.6,2.062,53.9,1029.0,265.37,5435.0,0.824,4.578,Kepler,6202
48.2455501,0.64,1.375,60.5,449.0,9.61,5441.0,0.827,4.481,Kepler,6204
377.311149,2.56,3.33,804.0,243.0,0.83,5897.0,0.891,4.531,Kepler,6207
265.741374,3.24,18.078,273.4,413.0,6.9,6537.0,1.859,4.044,Kepler,6208
470.65357,2.99,3.458,985.0,238.0,0.75,6039.0,0.951,4.493,Kepler,6209
15.18575582,2.26,0.633,256.7,922.0,170.46,6311.0,1.339,4.207,Kepler,6213
26.092284,1.35,6.623,122.4,717.0,62.57,6346.0,1.214,4.362,Kepler,6218
47.0628978,4.1,1.545,1647.0,483.0,12.9,5838.0,0.897,4.529,Kepler,6221
100.345648,1.57,7.939,372.3,325.0,2.62,5180.0,0.8,4.548,Kepler,6227
111.187116,1.51,3.569,110.8,440.0,8.86,5806.0,1.281,4.168,Kepler,6228
27.765596,1.2,19.49,147.6,605.0,31.66,5897.0,0.999,4.476,Kepler,6232
367.6758,2.77,23.5,699.5,271.0,1.27,6140.0,1.048,4.455,Kepler,6235
354.21154,8.41,18.594,821.3,363.0,4.12,4842.0,3.035,3.562,Kepler,6236
171.028691,2.49,11.784,394.2,376.0,4.72,6123.0,1.252,4.332,Kepler,6237
624.90338,2.77,12.169,249.0,320.0,2.48,7089.0,1.729,4.148,Kepler,6238
25.5338535,1.18,2.076,368.0,410.0,6.66,4445.0,0.635,4.63,Kepler,6239
339.18998,2.75,5.117,822.0,253.0,0.96,5544.0,0.966,4.402,Kepler,6240
349.73652,2.32,3.428,886.0,216.0,0.52,5310.0,0.796,4.582,Kepler,6242
436.18813,1.64,11.35,118.0,331.0,2.84,6499.0,1.497,4.084,Kepler,6245
21.1579573,1.63,4.706,215.9,682.0,51.22,6063.0,1.012,4.476,Kepler,6247
169.330666,16.68,2.6,532.7,698.0,56.11,5106.0,7.052,3.006,Kepler,6250
249.35154,4.42,13.76,1637.0,289.0,1.65,5780.0,1.0,4.438,Kepler,6253
371.56492,1.89,14.736,375.5,259.0,1.06,5735.0,0.972,4.351,Kepler,6254
546.53309,1.03,16.04,758.0,94.0,0.02,3434.0,0.36,4.892,Kepler,6255
364.63189,2.06,22.93,302.8,298.0,1.86,6446.0,1.155,4.381,Kepler,6256
330.738115,4.42,4.998,333.3,375.0,4.7,5458.0,2.453,3.755,Kepler,6257
78.876125,2.03,4.912,472.3,427.0,7.86,6046.0,0.927,4.509,Kepler,6258
444.04257,1.48,10.9,417.4,211.0,0.47,5776.0,0.726,4.622,Kepler,6262
211.330867,2.09,4.66,531.0,300.0,1.92,5941.0,0.911,4.519,Kepler,6267
105.5904748,8.16,2.188,292.4,670.0,47.59,4869.0,4.383,3.193,Kepler,6269
550.86514,2.06,14.548,346.5,238.0,0.76,5912.0,1.115,4.367,Kepler,6278
380.39474,1.84,10.775,603.0,224.0,0.6,5772.0,0.745,4.608,Kepler,6279
12.5747207,1.45,2.896,323.3,693.0,54.46,5654.0,0.774,4.59,Kepler,6283
33.3726538,1.95,3.663,618.4,491.0,13.7,5504.0,0.796,4.583,Kepler,6287
143.163697,20.03,4.854,390.3,741.0,71.41,5145.0,7.653,3.05,Kepler,6288
282.0309,3.22,14.69,782.0,315.0,2.32,6343.0,1.137,4.411,Kepler,6299
179.25465,1.35,22.35,272.4,301.0,1.94,5692.0,0.82,4.496,Kepler,6300
65.752109,2.0,6.854,382.5,458.0,10.36,5816.0,1.03,4.432,Kepler,6301
59.9655175,1.92,1.89,310.1,481.0,12.67,5729.0,1.105,4.372,Kepler,6302
112.951287,15.19,4.284,555.6,783.0,88.86,5215.0,6.428,3.073,Kepler,6304
103.363691,2.0,6.012,359.1,385.0,5.19,5762.0,1.022,4.461,Kepler,6305
276.879492,11.67,3.779,1762.0,260.0,1.08,5324.0,0.966,4.396,Kepler,6307
418.04355,13.73,10.777,481.6,463.0,10.83,5110.0,5.469,3.184,Kepler,6309
370.05918,1.9,11.86,669.8,206.0,0.43,5228.0,0.751,4.592,Kepler,6313
19.4534296,1.25,4.873,149.0,744.0,72.59,6372.0,1.015,4.453,Kepler,6315
232.916142,1.2,7.037,64.8,361.0,4.02,5807.0,1.496,4.108,Kepler,6320
44.7055876,72.59,6.262,471.8,509.0,15.83,5942.0,0.938,4.506,Kepler,6324
57.3888262,1.88,3.543,344.4,406.0,6.41,5242.0,0.856,4.512,Kepler,6325
14.5168151,1.82,5.796,86.0,1030.0,265.78,5934.0,1.885,3.945,Kepler,6326
359.98653,1.76,3.866,671.0,200.0,0.38,5171.0,0.677,4.626,Kepler,6327
573.23826,6.93,2.641,470.1,338.0,3.09,5172.0,3.264,3.534,Kepler,6334
314.765374,2.0,3.325,732.0,217.0,0.53,5228.0,0.755,4.6,Kepler,6335
438.98396,32.58,9.62,745.2,599.0,30.43,5053.0,11.706,2.77,Kepler,6344
288.07937,3.01,3.161,991.0,269.0,1.25,5825.0,0.965,4.504,Kepler,6360
198.895864,3.33,4.193,1779.0,264.0,1.14,5184.0,0.808,4.502,Kepler,6362
5.1779065,2.93,5.366,129.5,1636.0,1692.64,5921.0,2.589,3.766,Kepler,6368
474.22897,2.0,13.05,475.2,225.0,0.6,5818.0,0.925,4.523,Kepler,6369
371.50631,2.88,8.854,992.0,242.0,0.8,5696.0,0.924,4.491,Kepler,6370
62.312419,6.15,5.561,123.0,838.0,116.69,4999.0,5.615,3.243,Kepler,6383
426.942225,2.32,3.965,1209.0,187.0,0.29,5126.0,0.669,4.623,Kepler,6389
83.499618,1.72,16.03,501.0,343.0,3.29,5141.0,0.773,4.526,Kepler,6391
91.507044,1.43,5.019,539.0,302.0,1.97,5040.0,0.626,4.635,Kepler,6392
188.664098,2.02,5.179,960.0,232.0,0.68,4788.0,0.672,4.599,Kepler,6393
75.636309,1.32,2.588,174.6,447.0,9.45,6072.0,0.994,4.467,Kepler,6394
492.23808,2.19,12.53,676.8,209.0,0.45,5609.0,0.854,4.546,Kepler,6397
198.6004,4.6,3.53,300.8,458.0,10.45,5357.0,2.522,3.641,Kepler,6398
5.71966537,0.82,3.938,19.1,1479.0,1131.75,6356.0,1.865,3.985,Kepler,6404
201.621794,2.02,3.172,480.0,309.0,2.14,5919.0,0.923,4.483,Kepler,6406
24.6777128,6.04,5.088,131.3,1176.0,451.88,4995.0,5.058,3.118,Kepler,6410
54.6957124,3.28,6.89,1096.0,405.0,6.34,5299.0,0.757,4.535,Kepler,6412
284.699924,2.0,3.709,371.1,293.0,1.74,6054.0,1.028,4.425,Kepler,6414
402.20969,10.03,5.298,472.5,452.0,9.86,4961.0,4.649,3.131,Kepler,6417
584.55603,6.69,3.671,346.7,354.0,3.73,5208.0,3.62,3.458,Kepler,6420
69.775633,1.19,9.205,140.9,480.0,12.52,6224.0,0.983,4.413,Kepler,6423
58.5029431,1.54,1.633,117.0,611.0,33.01,6525.0,1.412,4.215,Kepler,6424
415.748785,3.24,3.313,463.7,283.0,1.51,5324.0,1.534,4.027,Kepler,6425
24.1527864,0.97,4.451,78.1,701.0,57.15,6223.0,1.095,4.392,Kepler,6427
11.1734401,1.4,4.545,61.3,1279.0,632.06,7372.0,1.752,4.142,Kepler,6428
428.379308,2.0,4.066,386.6,236.0,0.74,5574.0,0.953,4.381,Kepler,6430
392.72811,1.85,12.48,499.7,226.0,0.62,5701.0,0.815,4.558,Kepler,6433
374.05697,2.34,22.53,961.1,209.0,0.45,5302.0,0.771,4.595,Kepler,6435
339.633833,2.04,8.859,517.8,250.0,0.93,5823.0,0.901,4.522,Kepler,6437
140.884533,1.52,10.245,158.0,392.0,5.6,5960.0,1.213,4.306,Kepler,6440
100.494129,1.33,2.679,57.6,523.0,17.64,6018.0,1.75,4.036,Kepler,6442
182.453195,1.26,2.721,184.0,332.0,2.89,6164.0,0.927,4.483,Kepler,6443
383.26217,1.57,4.84,448.4,203.0,0.4,5074.0,0.761,4.536,Kepler,6447
178.266978,3.71,5.276,1857.0,241.0,0.8,4899.0,0.713,4.624,Kepler,6448
30.9771151,4.3,3.188,125.0,950.0,192.79,5197.0,3.784,3.453,Kepler,6452
14.2673439,1.21,3.171,217.5,657.0,44.12,5475.0,0.837,4.567,Kepler,6456
541.04472,1.08,12.47,181.5,206.0,0.43,5829.0,0.802,4.575,Kepler,6462
514.271499,3.01,3.46,688.9,258.0,1.04,6343.0,1.137,4.411,Kepler,6463
571.14302,2.22,10.06,531.3,210.0,0.46,5751.0,0.943,4.514,Kepler,6464
540.39267,3.63,9.233,1780.0,206.0,0.42,5693.0,0.856,4.551,Kepler,6466
190.905243,1.73,2.529,227.1,356.0,3.81,6098.0,1.131,4.321,Kepler,6467
20.5142642,1.14,3.524,153.2,598.0,30.28,5221.0,0.936,4.422,Kepler,6472
495.854189,2.41,8.65,548.6,230.0,0.67,5613.0,1.044,4.378,Kepler,6473
318.25858,2.03,4.39,756.0,212.0,0.48,5108.0,0.759,4.596,Kepler,6475
184.883155,2.82,3.025,304.1,393.0,5.65,5620.0,1.621,4.036,Kepler,6476
11.006795,1.34,5.112,146.4,874.0,138.34,6091.0,1.047,4.424,Kepler,6477
177.37583,1.96,21.14,459.7,314.0,2.29,5849.0,0.919,4.517,Kepler,6478
366.55705,2.63,11.62,582.5,266.0,1.18,5857.0,1.1,4.403,Kepler,6480
124.887214,1.78,8.599,176.5,435.0,8.48,6103.0,1.234,4.209,Kepler,6481
295.958914,2.1,4.244,464.1,265.0,1.17,5505.0,0.992,4.386,Kepler,6485
120.938669,2.32,8.818,782.1,333.0,2.91,5456.0,0.843,4.477,Kepler,6486
362.22202,0.96,14.29,52.5,312.0,2.25,6113.0,1.277,4.168,Kepler,6487
631.99116,1.86,2.99,345.6,210.0,0.46,5594.0,1.006,4.387,Kepler,6489
557.92882,2.97,4.788,262.2,300.0,1.92,5553.0,1.844,3.805,Kepler,6494
77.51257,28199.3,3.15,1510.0,702.0,57.44,5261.0,3.63,3.459,Kepler,6495
46.969389,7.45,1.944,1875.0,638.0,39.27,5401.0,1.717,3.885,Kepler,6496
206.801125,24.34,6.6,716.0,675.0,48.97,5048.0,8.611,2.978,Kepler,6498
14.0019064,17.96,4.257,376.1,1646.0,1736.43,4883.0,6.502,2.783,Kepler,6499
525.757041,11.07,4.995,830.2,372.0,4.52,5277.0,3.931,3.495,Kepler,6501
313.82752,1.26,4.187,168.0,272.0,1.28,5914.0,0.973,4.453,Kepler,6502
425.593391,2.25,3.815,237.6,278.0,1.41,5458.0,1.441,4.09,Kepler,6503
237.819002,2.55,11.324,614.2,302.0,1.98,5878.0,1.035,4.424,Kepler,6504
581.87357,2.96,14.64,905.6,218.0,0.53,5897.0,0.992,4.489,Kepler,6505
15.9961296,1.71,1.656,500.7,560.0,23.32,4949.0,0.777,4.588,Kepler,6506
7.62210397,3.8,1.902,146.1,1422.0,965.88,5222.0,3.162,3.556,Kepler,6512
0.9886684,3.18,2.023,126.6,3183.0,24258.04,6456.0,2.773,3.725,Kepler,6515
14.5555096,2.03,2.07,725.0,594.0,29.45,5176.0,0.738,4.612,Kepler,6518
114.12716,2.76,1.719,974.0,295.0,1.79,4816.0,0.823,4.508,Kepler,6519
17.0497376,45.89,3.271,478.6,1971.0,3566.8,5039.0,14.954,2.587,Kepler,6520
2.64181261,0.59,2.127,70.0,834.0,114.08,4147.0,0.683,4.601,Kepler,6522
583.8531,1.97,5.09,491.0,196.0,0.35,5591.0,0.86,4.559,Kepler,6524
72.782432,11.19,3.726,245.8,924.0,172.28,5099.0,7.317,3.021,Kepler,6525
10.552241908,1.75,2.7355,954.0,485.0,13.12,4031.0,0.585,4.666,Kepler,6526
440.171272,5.97,12.217,783.5,334.0,2.96,6261.0,1.679,4.001,Kepler,6528
37.537859,1.77,6.513,269.0,583.0,27.38,6095.0,1.082,4.429,Kepler,6529
474.96952,2.44,4.58,595.0,249.0,0.91,6287.0,0.962,4.473,Kepler,6530
74.624063,1.75,8.881,346.9,448.0,9.49,6187.0,0.937,4.499,Kepler,6532
416.9504,7.35,4.026,479.8,377.0,4.77,5751.0,2.611,3.708,Kepler,6538
574.65297,2.28,4.37,725.0,196.0,0.35,5596.0,0.821,4.553,Kepler,6542
21.9578446,0.78,1.038,96.6,533.0,19.05,5192.0,0.802,4.583,Kepler,6544
373.41509,2.55,6.617,1806.0,158.0,0.15,4236.0,0.612,4.642,Kepler,6546
107.904526,1.26,2.053,249.4,337.0,3.05,5565.0,0.802,4.574,Kepler,6548
282.029084,2.33,4.686,312.8,363.0,4.12,6886.0,1.287,4.305,Kepler,6551
3.1318392,1.5,1.632,159.9,1443.0,1025.14,6070.0,1.159,4.246,Kepler,6554
207.767894,3.52,5.21,320.6,379.0,4.85,5210.0,1.849,3.894,Kepler,6556
82.508054,14.04,3.806,351.9,878.0,140.61,4986.0,7.733,3.01,Kepler,6557
113.083522,1.59,10.315,130.7,450.0,9.65,5903.0,1.4,4.179,Kepler,6558
381.37504,1.24,16.57,286.5,212.0,0.48,5513.0,0.729,4.614,Kepler,6560
529.39169,4.4,10.869,319.9,319.0,2.43,5283.0,2.504,3.699,Kepler,6563
495.51899,2.94,3.592,297.6,305.0,2.03,6043.0,1.634,4.038,Kepler,6568
388.048463,3.0,3.456,149.6,376.0,4.71,5779.0,2.46,3.765,Kepler,6569
34.0269868,1.57,1.586,361.7,455.0,10.15,4999.0,0.801,4.514,Kepler,6570
173.219879,2.41,1.875,239.5,405.0,6.39,6007.0,1.518,4.158,Kepler,6571
511.882,2.56,4.822,610.0,241.0,0.79,6141.0,1.007,4.454,Kepler,6574
96.16705,1.15,2.775,270.7,313.0,2.26,5147.0,0.716,4.617,Kepler,6576
208.800733,2.88,1.964,594.0,347.0,3.43,6208.0,1.168,4.372,Kepler,6579
17.634272,1.69,1.387,76.7,842.0,118.84,4885.0,1.979,3.815,Kepler,6581
208.047137,2.05,3.22,287.5,363.0,4.12,5991.0,1.2,4.175,Kepler,6583
30.561533,1.53,2.227,585.7,379.0,4.86,4294.0,0.664,4.609,Kepler,6584
292.09809,2.09,14.43,528.8,267.0,1.2,5955.0,0.883,4.534,Kepler,6586
578.21623,3.54,2.707,120.6,328.0,2.74,5166.0,3.244,3.6,Kepler,6588
56.648588,2.19,4.534,648.9,377.0,4.77,5023.0,0.782,4.565,Kepler,6589
53.554546,3.1,5.533,127.6,769.0,82.79,6039.0,2.622,3.76,Kepler,6590
119.079642,17.89,16.268,422.5,795.0,94.61,4849.0,8.984,2.942,Kepler,6592
20.5858591,1.31,3.069,260.2,586.0,27.85,5523.0,0.753,4.526,Kepler,6594
113.573945,3.45,3.007,249.6,496.0,14.32,5155.0,2.233,3.768,Kepler,6596
542.91133,2.27,15.9,750.1,199.0,0.37,5583.0,0.824,4.559,Kepler,6599
287.75613,3.4,5.487,1987.0,215.0,0.5,4965.0,0.781,4.586,Kepler,6603
189.961729,1.93,12.46,699.9,260.0,1.08,5335.0,0.742,4.613,Kepler,6606
169.415073,2.32,3.884,239.9,413.0,6.87,6362.0,1.378,4.238,Kepler,6608
57.7749373,1.85,4.731,283.6,524.0,17.82,6277.0,1.097,4.417,Kepler,6611
81.704814,1.65,1.468,297.0,442.0,9.04,6099.0,0.95,4.421,Kepler,6616
578.21805,2.44,4.18,637.0,223.0,0.59,6089.0,0.95,4.495,Kepler,6618
317.009388,4.03,3.013,326.9,345.0,3.34,5066.0,2.27,3.787,Kepler,6619
482.51701,2.3,14.791,573.0,242.0,0.8,6168.0,0.96,4.488,Kepler,6620
7.77710639,0.73,3.418,77.4,773.0,84.44,5073.0,0.851,4.481,Kepler,6625
233.64574,5.2,10.05,2268.0,296.0,1.8,5780.0,1.0,4.438,Kepler,6627
27.285315,2.19,7.47,396.5,678.0,49.97,6304.0,1.094,4.407,Kepler,6628
445.351255,3.66,6.516,420.4,370.0,4.43,7202.0,1.755,4.112,Kepler,6634
97.5137491,5.27,2.655,279.8,630.0,37.25,5437.0,3.18,3.57,Kepler,6641
549.42772,2.64,6.09,719.1,223.0,0.58,5957.0,0.971,4.498,Kepler,6642
284.666844,8.98,2.752,418.0,486.0,13.14,5248.0,4.413,3.368,Kepler,6643
148.179343,2.52,12.733,466.6,367.0,4.29,5635.0,1.183,4.278,Kepler,6645
376.934014,2.13,4.28,382.4,274.0,1.33,6074.0,1.034,4.369,Kepler,6648
17.168095,4.81,13.04,143.1,603.0,31.34,5053.0,1.907,3.824,Kepler,6649
403.163148,2.49,5.735,681.1,240.0,0.79,5812.0,0.963,4.504,Kepler,6651
341.557931,6.81,3.365,433.0,393.0,5.65,5138.0,3.098,3.551,Kepler,6652
476.91977,2.49,5.07,193.6,321.0,2.49,6282.0,1.725,4.063,Kepler,6653
9.011888,7.04,4.167,987.6,1105.0,351.97,5627.0,1.735,4.002,Kepler,6654
351.25069,2.23,3.648,1324.0,186.0,0.28,4828.0,0.63,4.63,Kepler,6655
65.3558881,2.61,2.165,1158.0,337.0,3.05,4703.0,0.764,4.55,Kepler,6657
39.399926,1.52,5.729,341.4,499.0,14.66,5913.0,0.795,4.581,Kepler,6662
126.586058,1.54,5.41,124.9,460.0,10.54,6611.0,1.249,4.269,Kepler,6667
2.7200197,1.53,1.874,869.0,713.0,61.08,3939.0,0.527,4.735,Kepler,6668
18.347081,5.65,2.825,1126.6,855.0,126.14,5465.0,1.702,3.968,Kepler,6669
57.140035,5.78,5.684,1567.0,588.0,28.34,5936.0,1.46,4.103,Kepler,6670
31.707574649,2.96,7.6771,787.3,547.0,21.1,5861.0,0.865,4.546,Kepler,6672
9.3589254,17.37,3.169,1527.0,1528.0,1288.85,5188.0,4.521,3.327,Kepler,6675
4.15472242,23.47,1.791,2243.0,2292.0,6522.18,6996.0,3.359,3.627,Kepler,6676
87.565484,2.12,2.527,396.0,437.0,8.6,6064.0,1.069,4.429,Kepler,6679
535.1515,2.7,2.826,362.3,258.0,1.04,5468.0,1.423,4.085,Kepler,6680
495.40462,152.21,0.63,904.0,248.0,0.9,6225.0,1.031,4.45,Kepler,6681
353.65927,2.58,4.543,1018.0,223.0,0.58,5438.0,0.82,4.574,Kepler,6683
346.4174,2.41,9.23,662.0,251.0,0.94,5754.0,0.946,4.49,Kepler,6684
161.651504,2.22,2.509,253.6,377.0,4.77,5725.0,1.289,4.212,Kepler,6687
376.24253,1.32,4.064,185.7,254.0,0.99,5916.0,0.96,4.463,Kepler,6688
21.7997515,1.01,4.756,109.5,674.0,48.75,6122.0,0.964,4.487,Kepler,6691
54.595746,2.0,2.21,135.8,649.0,41.81,6014.0,1.699,3.989,Kepler,6692
585.64118,2.2,13.97,565.2,207.0,0.43,5779.0,0.901,4.526,Kepler,6694
48.8130123,2.95,1.538,702.0,553.0,22.17,6202.0,1.11,4.395,Kepler,6696
441.61919,1.71,5.372,820.0,152.0,0.12,4351.0,0.592,4.659,Kepler,6705
318.49078,3.01,3.012,630.0,301.0,1.94,6026.0,1.176,4.302,Kepler,6707
362.0619,2.12,14.02,886.2,203.0,0.41,5271.0,0.698,4.636,Kepler,6709
11.374442708,22.86,2.30694,27905.0,687.0,52.84,5297.0,0.808,4.546,Kepler,6713
411.447056,2.86,3.481,285.2,342.0,3.22,6519.0,1.672,4.108,Kepler,6715
29.9371143,1.19,4.435,194.3,501.0,14.87,5115.0,0.866,4.47,Kepler,6716
651.358046,14.58,4.384,570.8,411.0,6.75,5122.0,6.261,3.172,Kepler,6717
33.3037881,1.14,3.003,272.4,422.0,7.53,4899.0,0.713,4.624,Kepler,6719
212.60398,1.64,5.74,188.5,337.0,3.06,5834.0,1.207,4.284,Kepler,6720
50.550788,5.0,2.353,154.5,790.0,92.03,5031.0,3.859,3.433,Kepler,6721
285.374561,5.94,4.865,482.3,423.0,7.54,5142.0,2.756,3.47,Kepler,6722
93.359737,1.05,5.397,38.3,592.0,29.01,6809.0,1.673,4.078,Kepler,6724
122.58481,1.19,22.37,318.9,279.0,1.43,5003.0,0.669,4.602,Kepler,6726
84.934357,1.6,3.169,129.7,531.0,18.83,6290.0,1.395,4.156,Kepler,6727
421.98194,2.02,13.799,173.1,334.0,2.96,6760.0,1.515,4.193,Kepler,6729
116.454312,3.33,15.826,2125.3,306.0,2.06,5197.0,0.736,4.548,Kepler,6733
397.499229,6.57,8.019,2629.7,293.0,1.73,6423.0,1.231,4.37,Kepler,6734
24.9093027,1.32,3.8,332.6,452.0,9.9,4810.0,0.685,4.633,Kepler,6736
192.138741,1.93,3.218,151.4,407.0,6.48,6065.0,1.569,4.098,Kepler,6737
281.95332,2.31,2.756,1039.0,204.0,0.41,4864.0,0.692,4.628,Kepler,6738
388.67155,1.49,11.701,371.3,210.0,0.46,5354.0,0.788,4.587,Kepler,6743
520.655224,7.58,12.94,314.9,401.0,6.12,5227.0,4.313,3.321,Kepler,6746
369.93355,3.24,7.6,995.0,270.0,1.25,6158.0,1.024,4.453,Kepler,6747
641.60204,1.61,16.762,237.3,230.0,0.66,6277.0,1.031,4.449,Kepler,6752
28.406342,1.41,2.598,223.6,613.0,33.44,6085.0,0.936,4.474,Kepler,6755
264.466625,2.61,6.371,437.3,346.0,3.41,6551.0,1.236,4.337,Kepler,6759
151.77884,4.35,2.615,189.7,616.0,34.01,6328.0,3.134,3.634,Kepler,6760
113.993156,2.23,7.721,69.7,729.0,66.64,7892.0,2.496,3.921,Kepler,6761
102.493119,2.7,2.814,636.1,317.0,2.37,5166.0,0.791,4.583,Kepler,6764
6.13292733,1.56,1.561,58.7,1379.0,854.43,5877.0,2.034,3.941,Kepler,6766
12.63063129,1.37,2.212,300.8,689.0,53.17,5579.0,0.798,4.58,Kepler,6767
286.02266,2.03,10.43,1036.0,180.0,0.25,4368.0,0.637,4.624,Kepler,6769
7.95445779,9.5,4.6012,6269.4,1064.0,303.36,6217.0,1.196,4.306,Kepler,6770
331.70918,6815.75,7.44,3463.0,221.0,0.56,5282.0,0.805,4.565,Kepler,6771
297.78282,1.17,18.38,392.4,167.0,0.18,4192.0,0.59,4.657,Kepler,6773
